##v1.0##
FDN,OBJECT_TYPE,EQT_FDN,DOMAIN,ZONE,SITE,NAME,MNEMO,COMMENTARY,IP_ADDRESS,CIAL_TYPE,CIAL_PRIMARY,CIAL_PROTOCOL,CIAL_PE_NAME,CIAL_ACCESS_TYPE_NETWORK,CIAL_TAIL_CIRCUIT_BWD_UP,CIAL_TAIL_CIRCUIT_BWD_DOWN,CIAL_SOLD_BWD,SRV_STAT_DATA,SRV_LOAD_MAX_UP_SLA,SRV_LOAD_MAX_DOWN_SLA,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CISCO-AUDIT-EVENT-SVC,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_AUDIT_EVENT_SVC,UCNX01-CISCO-AUDIT-EVENT-SVC,Cisco Audit Event Service,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CISCO-CDP,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_CDP,UCNX01-CISCO-CDP,Cisco CDP,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CISCO-CDP-AGENT,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_CDP_AGENT,UCNX01-CISCO-CDP-AGENT,Cisco CDP Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CISCO-CERTIFICATE-CHANGE-NOTIFIC,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_CERTIFICATE_CHANGE_NOTIFIC,UCNX01-CISCO-CERTIFICATE-CHANGE-NOTIFIC,Cisco Certificate Change Notification,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CISCO-CERTIFICATE-EXPIRY-MONITOR,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_CERTIFICATE_EXPIRY_MONITOR,UCNX01-CISCO-CERTIFICATE-EXPIRY-MONITOR,Cisco Certificate Expiry Monitor,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CISCO-DATABASE-LAYER-MONITOR,IPTSERV,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_DATABASE_LAYER_MONITOR,UCNX01-CISCO-DATABASE-LAYER-MONITOR,Cisco Database Layer Monitor,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CISCO-DRF-LOCAL,IPTSERV2,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_DRF_LOCAL,UCNX01-CISCO-DRF-LOCAL,Cisco DRF Local,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CISCO-DRF-MASTER,IPTSERV2,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_DRF_MASTER,UCNX01-CISCO-DRF-MASTER,Cisco DRF Master,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CISCO-LOG-PARTITION-MONITORING-T,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_LOG_PARTITION_MONITORING_T,UCNX01-CISCO-LOG-PARTITION-MONITORING-T,Cisco Log Partition Monitoring Tool,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CISCO-RIS-DATA-COLLECTOR,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_RIS_DATA_COLLECTOR,UCNX01-CISCO-RIS-DATA-COLLECTOR,Cisco RIS Data Collector,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CISCO-SYSLOG-AGENT,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_SYSLOG_AGENT,UCNX01-CISCO-SYSLOG-AGENT,Cisco Syslog Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CISCO-TOMCAT,IPTSERV2,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_TOMCAT,UCNX01-CISCO-TOMCAT,Cisco Tomcat,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CISCO-TRACE-COLLECTION-SVC,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_TRACE_COLLECTION_SVC,UCNX01-CISCO-TRACE-COLLECTION-SVC,Cisco Trace Collection Service,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-CM-DATABASE-EVENT-LIS,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_CM_DATABASE_EVENT_LIS,UCNX01-CONNECTION-CM-DATABASE-EVENT-LIS,Connection CM Database Event Listener,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-CONVERSATION-MGR,IPTSERV,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_CONVERSATION_MGR,UCNX01-CONNECTION-CONVERSATION-MGR,Connection Conversation Manager,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-DB,IPTSERV,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_DB,UCNX01-CONNECTION-DB,Connection DB,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-DB-EVENT-PUBLISHER,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_DB_EVENT_PUBLISHER,UCNX01-CONNECTION-DB-EVENT-PUBLISHER,Connection DB Event Publisher,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-GROUPWARE-CACHING-SVC,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_GROUPWARE_CACHING_SVC,UCNX01-CONNECTION-GROUPWARE-CACHING-SVC,Connection Groupware Caching Service,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-IMAP-SVR,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_IMAP_SVR,UCNX01-CONNECTION-IMAP-SVR,Connection IMAP Server,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-LICENSE-SVR,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_LICENSE_SVR,UCNX01-CONNECTION-LICENSE-SVR,Connection License Server,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-MAILBOX-SYNC,IPTSERV2,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_MAILBOX_SYNC,UCNX01-CONNECTION-MAILBOX-SYNC,Connection Mailbox Sync,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-MESSAGE-TRANSFER-AGEN,IPTSERV,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_MESSAGE_TRANSFER_AGEN,UCNX01-CONNECTION-MESSAGE-TRANSFER-AGEN,Connection Message Transfer Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-MIXER,IPTSERV,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_MIXER,UCNX01-CONNECTION-MIXER,Connection Mixer,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-NOTIFIER,IPTSERV,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_NOTIFIER,UCNX01-CONNECTION-NOTIFIER,Connection Notifier,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-REPORTS-DATA-HARVESTE,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_REPORTS_DATA_HARVESTE,UCNX01-CONNECTION-REPORTS-DATA-HARVESTE,Connection Reports Data Harvester,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-SMTP-SVR,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_SMTP_SVR,UCNX01-CONNECTION-SMTP-SVR,Connection SMTP Server,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-SNMP-AGENT,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_SNMP_AGENT,UCNX01-CONNECTION-SNMP-AGENT,Connection SNMP Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-SVR-ROLE-MGR,IPTSERV,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_SVR_ROLE_MGR,UCNX01-CONNECTION-SVR-ROLE-MGR,Connection Server Role Manager,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-SYS-AGENT,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_SYS_AGENT,UCNX01-CONNECTION-SYS-AGENT,Connection System Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:CONNECTION-VOICE-RECOGNITION-TRA,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,CONNECTION_VOICE_RECOGNITION_TRA,UCNX01-CONNECTION-VOICE-RECOGNITION-TRA,Connection Voice Recognition Transport,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:HOST-RESOURCES-AGENT,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,HOST_RESOURCES_AGENT,UCNX01-HOST-RESOURCES-AGENT,Host Resources Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:MIB2-AGENT,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,MIB2_AGENT,UCNX01-MIB2-AGENT,MIB2 Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:SNMP-MASTER-AGENT,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,SNMP_MASTER_AGENT,UCNX01-SNMP-MASTER-AGENT,SNMP Master Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCNX01.SERV:SYS-APPLICATION-AGENT,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCNX01,B2GACM,PF_CHEVILL,CHEVILLY,SYS_APPLICATION_AGENT,UCNX01-SYS-APPLICATION-AGENT,System Application Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.L:ETH0,LD_LAN,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,ETH0,UCPS01-ETH0,,195.25.83.30,,,,,,,,,Y,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:A-CISCO-DB,IPTSERV,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,A_CISCO_DB,UCPS01-A-CISCO-DB,A Cisco DB,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:A-CISCO-DB-REPLICATOR,IPTSERV,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,A_CISCO_DB_REPLICATOR,UCPS01-A-CISCO-DB-REPLICATOR,A Cisco DB Replicator,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-AMC-SVC,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_AMC_SVC,UCPS01-CISCO-AMC-SVC,Cisco AMC Service,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-BULK-PROVISIONING-SVC,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_BULK_PROVISIONING_SVC,UCPS01-CISCO-BULK-PROVISIONING-SVC,Cisco Bulk Provisioning Service,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-CDP,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_CDP,UCPS01-CISCO-CDP,Cisco CDP,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-CDP-AGENT,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_CDP_AGENT,UCPS01-CISCO-CDP-AGENT,Cisco CDP Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-CERTIFICATE-EXPIRY-MONITOR,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_CERTIFICATE_EXPIRY_MONITOR,UCPS01-CISCO-CERTIFICATE-EXPIRY-MONITOR,Cisco Certificate Expiry Monitor,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-DATABASE-LAYER-MONITOR,IPTSERV,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_DATABASE_LAYER_MONITOR,UCPS01-CISCO-DATABASE-LAYER-MONITOR,Cisco Database Layer Monitor,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-DRF-LOCAL,IPTSERV2,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_DRF_LOCAL,UCPS01-CISCO-DRF-LOCAL,Cisco DRF Local,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-DRF-MASTER,IPTSERV2,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_DRF_MASTER,UCPS01-CISCO-DRF-MASTER,Cisco DRF Master,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-LICENSE-MGR,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_LICENSE_MGR,UCPS01-CISCO-LICENSE-MGR,Cisco License Manager,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-LOG-PARTITION-MONITORING-T,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_LOG_PARTITION_MONITORING_T,UCPS01-CISCO-LOG-PARTITION-MONITORING-T,Cisco Log Partition Monitoring Tool,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-RIS-DATA-COLLECTOR,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_RIS_DATA_COLLECTOR,UCPS01-CISCO-RIS-DATA-COLLECTOR,Cisco RIS Data Collector,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-SVCABILITY-REPORTER,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_SVCABILITY_REPORTER,UCPS01-CISCO-SVCABILITY-REPORTER,Cisco Serviceability Reporter,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-SYSLOG-AGENT,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_SYSLOG_AGENT,UCPS01-CISCO-SYSLOG-AGENT,Cisco Syslog Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-TOMCAT,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_TOMCAT,UCPS01-CISCO-TOMCAT,Cisco Tomcat,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-TRACE-COLLECTION-SVC,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_TRACE_COLLECTION_SVC,UCPS01-CISCO-TRACE-COLLECTION-SVC,Cisco Trace Collection Service,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-UP-CONFIG-AGENT,IPTSERV,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_UP_CONFIG_AGENT,UCPS01-CISCO-UP-CONFIG-AGENT,Cisco UP Config Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-UP-INTERCLUSTER-SYNC-AGENT,IPTSERV,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_UP_INTERCLUSTER_SYNC_AGENT,UCPS01-CISCO-UP-INTERCLUSTER-SYNC-AGENT,Cisco UP Intercluster Sync Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-UP-OAM-AGENT,IPTSERV,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_UP_OAM_AGENT,UCPS01-CISCO-UP-OAM-AGENT,Cisco UP OAM Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-UP-PRESENCE-ENGINE,IPTSERV,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_UP_PRESENCE_ENGINE,UCPS01-CISCO-UP-PRESENCE-ENGINE,Cisco UP Presence Engine,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-UP-PRESENCE-ENGINE-DATABAS,IPTSERV,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_UP_PRESENCE_ENGINE_DATABAS,UCPS01-CISCO-UP-PRESENCE-ENGINE-DATABAS,Cisco UP Presence Engine Database,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:CISCO-UP-SYNC-AGENT,IPTSERV,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,CISCO_UP_SYNC_AGENT,UCPS01-CISCO-UP-SYNC-AGENT,Cisco UP Sync Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:HOST-RESOURCES-AGENT,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,HOST_RESOURCES_AGENT,UCPS01-HOST-RESOURCES-AGENT,Host Resources Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:MIB2-AGENT,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,MIB2_AGENT,UCPS01-MIB2-AGENT,MIB2 Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:SNMP-MASTER-AGENT,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,SNMP_MASTER_AGENT,UCPS01-SNMP-MASTER-AGENT,SNMP Master Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.LUXSERV:UCPS01.SERV:SYS-APPLICATION-AGENT,IPTSERV3,DI:B2GACM.ZI:X.LUXSERV:UCPS01,B2GACM,PF_CHEVILL,CHEVILLY,SYS_APPLICATION_AGENT,UCPS01-SYS-APPLICATION-AGENT,System Application Agent,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.RTCIS:MPL29.L:GE0/0,LAN,DI:B2GACM.ZI:X.RTCIS:MPL29,B2GACM,MPL,GEST IMMO ET SRC,GE0/0,mpl29-GE0/0,*** LAN CLIENT ***,,,,,,,,,,Y,,,CD03F76FA0,Equipement en Deport,EQD0002,0022978783
DI:B2GACM.ZI:X.RTCIS:MPL29.L:GE0/1,LAN,DI:B2GACM.ZI:X.RTCIS:MPL29,B2GACM,MPL,GEST IMMO ET SRC,GE0/1,mpl29-GE0/1,*** Lien ADMIN ***,10.10.10.2,,,,,,,,,Y,,,CD03F76FA0,Equipement en Deport,EQD0002,0022978783
DI:B2GACM.ZI:X.RTCIS:MPL29.L:GE0/3,LAN,DI:B2GACM.ZI:X.RTCIS:MPL29,B2GACM,MPL,GEST IMMO ET SRC,GE0/3,mpl29-GE0/3,,,,,,,,,,,Y,,,CD03F76FA0,Equipement en Deport,EQD0002,0022978783
DI:B2GACM.ZI:X.RTCIS:MPL29.SLOT:0,SLOT,DI:B2GACM.ZI:X.RTCIS:MPL29,B2GACM,MPL,GEST IMMO ET SRC,0,mpl29-0,,,,,,,,,,,N,,,CD03F76FA0,Equipement en Deport,EQD0002,0022978783
DI:B2GACM.ZI:X.RTCIS:MPL29.SLOT:0-2,SLOT,DI:B2GACM.ZI:X.RTCIS:MPL29,B2GACM,MPL,GEST IMMO ET SRC,0-2,mpl29-0-2,,,,,,,,,,,N,,,CD03F76FA0,Equipement en Deport,EQD0002,0022978783
DI:B2GACM.ZI:X.RTCIS:MPL29.SLOT:0-4,SLOT,DI:B2GACM.ZI:X.RTCIS:MPL29,B2GACM,MPL,GEST IMMO ET SRC,0-4,mpl29-0-4,,,,,,,,,,,N,,,CD03F76FA0,Equipement en Deport,EQD0002,0022978783
DI:B2GACM.ZI:X.RTCIS:SIEGEGWB2GAAS.L:GE0/0,LAN,DI:B2GACM.ZI:X.RTCIS:SIEGEGWB2GAAS,B2GACM,MPL,OPAC SIEGE,GE0/0,siegeGWB2gaas-GE0/0,,,,,,,,,,,Y,,,CD03DG52F4,Equipement en Deport,EQD0002,0022971460
DI:B2GACM.ZI:X.RTCIS:SIEGEGWB2GAAS.L:GE0/1,LAN,DI:B2GACM.ZI:X.RTCIS:SIEGEGWB2GAAS,B2GACM,MPL,OPAC SIEGE,GE0/1,siegeGWB2gaas-GE0/1,*** Lien ADMIN ***,10.10.10.1,,,,,,,,,Y,,,CD03DG52F4,Equipement en Deport,EQD0002,0022971460
DI:B2GACM.ZI:X.RTCIS:SIEGEGWB2GAAS.L:GE0/3,LAN,DI:B2GACM.ZI:X.RTCIS:SIEGEGWB2GAAS,B2GACM,MPL,OPAC SIEGE,GE0/3,siegeGWB2gaas-GE0/3,,,,,,,,,,,Y,,,CD03DG52F4,Equipement en Deport,EQD0002,0022971460
DI:B2GACM.ZI:X.RTCIS:SIEGEGWB2GAAS.SLOT:0,SLOT,DI:B2GACM.ZI:X.RTCIS:SIEGEGWB2GAAS,B2GACM,MPL,OPAC SIEGE,0,siegeGWB2gaas-0,,,,,,,,,,,N,,,CD03DG52F4,Equipement en Deport,EQD0002,0022971460
DI:B2GACM.ZI:X.RTCIS:SIEGEGWB2GAAS.SLOT:0-0,SLOT,DI:B2GACM.ZI:X.RTCIS:SIEGEGWB2GAAS,B2GACM,MPL,OPAC SIEGE,0-0,siegeGWB2gaas-0-0,,,,,,,,,,,N,,,CD03DG52F4,Equipement en Deport,EQD0002,0022971460
DI:B2GACM.ZI:X.RTCIS:SIEGEGWB2GAAS.SLOT:0-4,SLOT,DI:B2GACM.ZI:X.RTCIS:SIEGEGWB2GAAS,B2GACM,MPL,OPAC SIEGE,0-4,siegeGWB2gaas-0-4,,,,,,,,,,,N,,,CD03DG52F4,Equipement en Deport,EQD0002,0022971460
DI:B2GACM.ZI:X.TIWCCM:UCSP01.DEV:CTI,DEVCTI,DI:B2GACM.ZI:X.TIWCCM:UCSP01,B2GACM,PF_CHEVILL,CHEVILLY,CTI,UCSP01-CTI,,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.TIWCCM:UCSP01.DEV:IPPHONE,DEVIPPH,DI:B2GACM.ZI:X.TIWCCM:UCSP01,B2GACM,PF_CHEVILL,CHEVILLY,IPPHONE,UCSP01-IPPHONE,,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.TIWCCM:UCSP01.DEV:MEDIADEVICE,DEVMD,DI:B2GACM.ZI:X.TIWCCM:UCSP01,B2GACM,PF_CHEVILL,CHEVILLY,MEDIADEVICE,UCSP01-MEDIADEVICE,,,,,,,,,,,N,,,,,,
DI:B2GACM.ZI:X.TIWCCM:UCSP01.DEV:VOICEGATEWAY,DEVGW,DI:B2GACM.ZI:X.TIWCCM:UCSP01,B2GACM,PF_CHEVILL,CHEVILLY,VOICEGATEWAY,UCSP01-VOICEGATEWAY,,,,,,,,,,,N,,,,,,
