##v1.0##
FDN,OBJECT_TYPE,DOMAIN,ZONE,SITE,NAME,MNEMO,ADMIN_ADDRESS,COMMUNITY_CODE,COMMUNITY_NAME,CUSTOMER_CODE,CUSTOMER_NAME,COUNTRY_CODE,COUNTRY_NAME,CITY_CODE,CITY_NAME,NETWORK_ROLE,POP_ID,ORIGIN,ACTIVATION_MODEL,SOFTWARE_RELEASE,VOICE_ROLE,IPPBX_ZONE,IS_SHARED,MANUFACTURER,MACRO_TYPE,SRV_STAT_DATA,SRV_IPER_PATH_PERF,SRV_IPER_PATH_PERF_SLA,SRV_IPER_PATH_PERF_CPUMAX_SLA,SRV_IPER_PATH_AVAIL,SRV_IPER_PATH_AVAIL_SLA,SRV_IPER_PATH_AVAIL_CPUMAX_SLA,SRV_IPER_SITE_AVAIL,SRV_IPER_SITE_AVAIL_SLA,SRV_IPER_SITE_AVAIL_CPUMAX_SLA,SRV_IPER_ROUTER_PERF,SRV_IPER_BACKBONE_PATH,SRV_IPER_COS_VOLUME,SRV_IP_DSL_SERVICE_TYPE,SRV_IP_DSL_CARRIER_NAME,SRV_IP_DSL_OFFER_NAME,SRV_3G_SERVICE_TYPE,SRV_3G_CARRIER_CODE,SRV_3G_CARRIER_NAME,SRV_3G_GSM_NUMBER,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:AG2R_LM.ZI:X.RTONE:BORDEAUXQUINC-N,RTONE,AG2R_LM,BDX,BORDEAUX-QUINC,BORDEAUXQUINC-N,bordeauxquinc-n,10.116.140.1,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUXKF5,BVPN - Corporate 1024,VPO0012,0022737135
DI:AG2R_LM.ZI:X.RTONE:BORDEAUXQUINC-S,RTONE,AG2R_LM,BDX,BORDEAUX-QUINC,BORDEAUXQUINC-S,bordeauxquinc-s,10.113.81.83,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUXKF5,BVPN - Corporate 1024,VPO0012,0022737135
DI:AG2R_LM.ZI:X.RTONE:BOURGSEPTEMBRE-N,RTONE,AG2R_LM,GRE,BOURG-SEPTEMBRE,BOURGSEPTEMBRE-N,bourgseptembre-n,10.113.23.59,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUUXE6,BVPN - Corporate 1024,VPO0012,0022737138
DI:AG2R_LM.ZI:X.RTONE:BOURGSEPTEMBRE-S,RTONE,AG2R_LM,GRE,BOURG-SEPTEMBRE,BOURGSEPTEMBRE-S,bourgseptembre-s,10.112.218.40,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUUXE6,BVPN - Corporate 1024,VPO0012,0022737138
DI:AG2R_LM.ZI:X.RTONE:BRESTPICOT-N,RTONE,AG2R_LM,REN,BREST-PICOT,BRESTPICOT-N,brestpicot-n,10.113.34.9,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUVZE4,BVPN - Corporate 1024,VPO0012,0022737140
DI:AG2R_LM.ZI:X.RTONE:BRESTPICOT-S,RTONE,AG2R_LM,REN,BREST-PICOT,BRESTPICOT-S,brestpicot-s,10.113.137.2,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUVZE4,BVPN - Corporate 1024,VPO0012,0022737140
DI:AG2R_LM.ZI:X.RTONE:BRIVESALAN-N,RTONE,AG2R_LM,POI,BRIVE-SALAN,BRIVESALAN-N,brivesalan-n,10.113.81.82,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUVKF5,BVPN - Corporate 1024,VPO0012,0022737141
DI:AG2R_LM.ZI:X.RTONE:BRIVESALAN-S,RTONE,AG2R_LM,POI,BRIVE-SALAN,BRIVESALAN-S,brivesalan-s,10.114.63.16,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUVKF5,BVPN - Corporate 1024,VPO0012,0022737141
DI:AG2R_LM.ZI:X.RTONE:CAENEUDES-N,RTONE,AG2R_LM,REN,CAEN-EUDES,CAENEUDES-N,caeneudes-n,10.115.23.2,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUU789,BVPN - Corporate 1024,VPO0012,0022737142
DI:AG2R_LM.ZI:X.RTONE:CAENEUDES-S,RTONE,AG2R_LM,REN,CAEN-EUDES,CAENEUDES-S,caeneudes-s,10.114.197.23,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUU789,BVPN - Corporate 1024,VPO0012,0022737142
DI:AG2R_LM.ZI:X.RTONE:CALAISJACQUARD-N,RTONE,AG2R_LM,LIL,CALAIS-JACQUARD,CALAISJACQUARD-N,calaisjacquard-n,10.113.83.105,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT3,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02KBC7F8,BVPN - Corporate 2048,VPO0012,0022742340
DI:AG2R_LM.ZI:X.RTONE:CALAISJACQUARD-S,RTONE,AG2R_LM,LIL,CALAIS-JACQUARD,CALAISJACQUARD-S,calaisjacquard-s,10.113.14.54,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT3,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02KBC7F8,BVPN - Corporate 2048,VPO0012,0022742340
DI:AG2R_LM.ZI:X.RTONE:CASTRESSOULT-N,RTONE,AG2R_LM,TLS,CASTRES-SOULT,CASTRESSOULT-N,castressoult-n,10.113.0.33,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUTLF2,BVPN - Corporate 1024,VPO0012,0022737153
DI:AG2R_LM.ZI:X.RTONE:CASTRESSOULT-S,RTONE,AG2R_LM,TLS,CASTRES-SOULT,CASTRESSOULT-S,castressoult-s,10.113.139.32,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUTLF2,BVPN - Corporate 1024,VPO0012,0022737153
DI:AG2R_LM.ZI:X.RTONE:CHALONDEWET-N,RTONE,AG2R_LM,DIJ,CHALON-DEWET,CHALONDEWET-N,chalondewet-n,10.113.55.47,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUSWE9,BVPN - Corporate 1024,VPO0012,0022737158
DI:AG2R_LM.ZI:X.RTONE:CHALONDEWET-S,RTONE,AG2R_LM,DIJ,CHALON-DEWET,CHALONDEWET-S,chalondewet-s,10.113.99.24,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUSWE9,BVPN - Corporate 1024,VPO0012,0022737158
DI:AG2R_LM.ZI:X.RTONE:CHAMBERYREPUB-N,RTONE,AG2R_LM,GRE,CHAMBERY-REPUB,CHAMBERYREPUB-N,chamberyrepub-n,10.113.42.7,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FURZE4,BVPN - Corporate 1024,VPO0012,0022737160
DI:AG2R_LM.ZI:X.RTONE:CHAMBERYREPUB-S,RTONE,AG2R_LM,GRE,CHAMBERY-REPUB,CHAMBERYREPUB-S,chamberyrepub-s,10.113.10.51,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FURZE4,BVPN - Corporate 1024,VPO0012,0022737160
DI:AG2R_LM.ZI:X.RTONE:CHATILLONSTAL-N,RTONE,AG2R_LM,IDF,CHATILLON-STAL,CHATILLONSTAL-N,chatillonstal-n,10.113.50.29,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT3,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02JRU699,BVPN - Corporate 4096,VPO0012,0022746283
DI:AG2R_LM.ZI:X.RTONE:CHATILLONSTAL-S,RTONE,AG2R_LM,IDF,CHATILLON-STAL,CHATILLONSTAL-S,chatillonstal-s,10.113.49.35,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT3,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02JRU699,BVPN - Corporate 4096,VPO0012,0022746283
DI:AG2R_LM.ZI:X.RTONE:CICASAJACCIO,RTONE,AG2R_LM,NIC,CICAS-AJACCIO,CICASAJACCIO,cicasajaccio,10.117.96.3,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03SVX191,BVPN - Small,VPP0002,0023062354
DI:AG2R_LM.ZI:X.RTONE:CICASALBI,RTONE,AG2R_LM,TLS,CICAS-ALBI,CICASALBI,cicasalbi,10.117.99.182,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT3,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03SW0792,BVPN - Small,VPP0002,0023062363
DI:AG2R_LM.ZI:X.RTONE:CICASAVIGNON,RTONE,AG2R_LM,MAR,CICAS-AVIGNON,CICASAVIGNON,cicasavignon,10.117.99.173,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03SVZ797,BVPN - Small,VPP0002,0023062376
DI:AG2R_LM.ZI:X.RTONE:CICASBASTIA,RTONE,AG2R_LM,NIC,CICAS-BASTIA,CICASBASTIA,cicasbastia,10.117.99.184,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03SW489D,BVPN - Small,VPP0002,0023062186
DI:AG2R_LM.ZI:X.RTONE:CICASBAYONNE,RTONE,AG2R_LM,BDX,CICAS-BAYONNE,CICASBAYONNE,cicasbayonne,10.117.156.24,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03SW3YFC,BVPN - Small,VPP0002,0023062232
DI:AG2R_LM.ZI:X.RTONE:CICASBREST,RTONE,AG2R_LM,REN,CICAS-BREST,CICASBREST,cicasbrest,10.117.99.179,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03SW3NEB,BVPN - Small,VPP0002,0023062241
DI:AG2R_LM.ZI:X.RTONE:CICASCAHORS,RTONE,AG2R_LM,TLS,CICAS-CAHORS,CICASCAHORS,cicascahors,10.117.99.183,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03SW3297,BVPN - Small,VPP0002,0023062247
DI:AG2R_LM.ZI:X.RTONE:CICASCHAMBERY,RTONE,AG2R_LM,GRE,CICAS-CHAMBERY,CICASCHAMBERY,cicaschambery,10.117.99.175,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03SW1UF0,BVPN - Small,VPP0002,0023062257
DI:AG2R_LM.ZI:X.RTONE:CICASDIGNE,RTONE,AG2R_LM,MAR,CICAS-DIGNE,CICASDIGNE,cicasdigne,10.117.99.177,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03SW2EE0,BVPN - Small,VPP0002,0023062264
DI:AG2R_LM.ZI:X.RTONE:CICASFOIX,RTONE,AG2R_LM,TLS,CICAS-FOIX,CICASFOIX,cicasfoix,10.117.99.176,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03SVZTF4,BVPN - Small,VPP0002,0023062370
DI:AG2R_LM.ZI:X.RTONE:CICASGAP,RTONE,AG2R_LM,NIC,CICAS-GAP,CICASGAP,cicasgap,10.117.99.178,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03SW3CE6,BVPN - Small,VPP0002,0023062174
DI:AG2R_LM.ZI:X.RTONE:CICASGUERET,RTONE,AG2R_LM,POI,CICAS-GUERET,CICASGUERET,cicasgueret,10.117.99.180,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03SW2491,BVPN - Small,VPP0002,0023062272
DI:AG2R_LM.ZI:X.RTONE:CICASLIMOGES,RTONE,AG2R_LM,POI,CICAS-LIMOGES,CICASLIMOGES,cicaslimoges,10.117.99.172,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03SVZHE8,BVPN - Small,VPP0002,0023062365
DI:AG2R_LM.ZI:X.RTONE:CICASMOULINS,RTONE,AG2R_LM,LYO,CICAS-MOULINS,CICASMOULINS,cicasmoulins,10.117.99.174,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03SW1JEF,BVPN - Small,VPP0002,0023062281
DI:AG2R_LM.ZI:X.RTONE:CICASPARIS,RTONE,AG2R_LM,IDF,CICAS-PARIS,CICASPARIS,cicasparis,10.117.99.181,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03SW0TF1,BVPN - Small,VPP0002,0023062203
DI:AG2R_LM.ZI:X.RTONE:CICASSTETIENNE,RTONE,AG2R_LM,LYO,CICAS-ST-ETIENNE,CICASSTETIENNE,cicasstetienne,10.117.99.185,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03SW0HED,BVPN - Small,VPP0002,0023062278
DI:AG2R_LM.ZI:X.RTONE:CIMSECLIN-N,RTONE,AG2R_LM,LIL,CIM-SECLIN,CIMSECLIN-N,cimseclin-n,10.113.80.34,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT5,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03MBX6EE,BVPN - Corporate 1024,VPO0012,0023029348
DI:AG2R_LM.ZI:X.RTONE:CIMSECLIN-S,RTONE,AG2R_LM,LIL,CIM-SECLIN,CIMSECLIN-S,cimseclin-s,10.113.79.107,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT5,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03MBX6EE,BVPN - Corporate 1024,VPO0012,0023029348
DI:AG2R_LM.ZI:X.RTONE:CLERMONTHEREM-N,RTONE,AG2R_LM,LYO,CLERMONT-HEREM,CLERMONTHEREM-N,clermontherem-n,10.113.180.35,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUQ886,BVPN - Corporate 1024,VPO0012,0022737163
DI:AG2R_LM.ZI:X.RTONE:CLERMONTHEREM-S,RTONE,AG2R_LM,LYO,CLERMONT-HEREM,CLERMONTHEREM-S,clermontherem-s,10.113.85.3,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUQ886,BVPN - Corporate 1024,VPO0012,0022737163
DI:AG2R_LM.ZI:X.RTONE:COLMARRESIST-N,RTONE,AG2R_LM,STR,COLMAR-RESIST,COLMARRESIST-N,colmarresist-n,10.113.110.1,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUQQEF,BVPN - Corporate 1024,VPO0012,0022737164
DI:AG2R_LM.ZI:X.RTONE:COLMARRESIST-S,RTONE,AG2R_LM,STR,COLMAR-RESIST,COLMARRESIST-S,colmarresist-s,10.113.158.16,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUQQEF,BVPN - Corporate 1024,VPO0012,0022737164
DI:AG2R_LM.ZI:X.RTONE:COMPIEGNECHANG-N,RTONE,AG2R_LM,AMI,COMPIEGNE-CHANG,COMPIEGNECHANG-N,compiegnechang-n,10.113.54.43,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUPUEB,BVPN - Corporate 1024,VPO0012,0022737165
DI:AG2R_LM.ZI:X.RTONE:COMPIEGNECHANG-S,RTONE,AG2R_LM,AMI,COMPIEGNE-CHANG,COMPIEGNECHANG-S,compiegnechang-s,10.113.39.8,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUPUEB,BVPN - Corporate 1024,VPO0012,0022737165
DI:AG2R_LM.ZI:X.RTONE:DATASYSTEMPARI-N,RTONE,AG2R_LM,IDF,DATASYSTEM-PARI,DATASYSTEMPARI-N,datasystempari-n,10.113.29.59,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02G2ZHA4,BVPN - Corporate 1024,VPO0012,0022737167
DI:AG2R_LM.ZI:X.RTONE:DATASYSTEMPARI-S,RTONE,AG2R_LM,IDF,DATASYSTEM-PARI,DATASYSTEMPARI-S,datasystempari-s,10.113.172.26,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02G2ZHA4,BVPN - Corporate 1024,VPO0012,0022737167
DI:AG2R_LM.ZI:X.RTONE:DAXBOUVET-N,RTONE,AG2R_LM,BDX,DAX-BOUVET,DAXBOUVET-N,daxbouvet-n,10.113.22.28,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUP38D,BVPN - Corporate 1024,VPO0012,0022737168
DI:AG2R_LM.ZI:X.RTONE:DAXBOUVET-S,RTONE,AG2R_LM,BDX,DAX-BOUVET,DAXBOUVET-S,daxbouvet-s,10.115.24.42,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUP38D,BVPN - Corporate 1024,VPO0012,0022737168
DI:AG2R_LM.ZI:X.RTONE:DIJONDARCY-N,RTONE,AG2R_LM,DIJ,DIJON-DARCY,DIJONDARCY-N,dijondarcy-n,10.113.62.60,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT3,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02KH5XAB,BVPN - Corporate 2048,VPO0012,0022742341
DI:AG2R_LM.ZI:X.RTONE:DIJONDARCY-S,RTONE,AG2R_LM,DIJ,DIJON-DARCY,DIJONDARCY-S,dijondarcy-s,10.113.99.27,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT3,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02KH5XAB,BVPN - Corporate 2048,VPO0012,0022742341
DI:AG2R_LM.ZI:X.RTONE:DIJONJEANNIN-N,RTONE,AG2R_LM,DIJ,DIJON-JEANNIN,DIJONJEANNIN-N,dijonjeannin-n,10.113.63.17,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUNNF0,BVPN - Corporate 1024,VPO0012,0022737171
DI:AG2R_LM.ZI:X.RTONE:DIJONJEANNIN-S,RTONE,AG2R_LM,DIJ,DIJON-JEANNIN,DIJONJEANNIN-S,dijonjeannin-s,10.113.62.61,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02FUNNF0,BVPN - Corporate 1024,VPO0012,0022737171
DI:AG2R_LM.ZI:X.RTONE:ELOQUANTGRENOB-N,RTONE,AG2R_LM,GRE,ELOQUANT-GRENOB,ELOQUANTGRENOB-N,eloquantgrenob-n,10.113.69.36,,,,,,,,,CE,,CEDRE,one-access,V4.2R5E2_FT18H,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02K23HA4,BVPN - Corporate 4096,VPO0017,0022746285
DI:AG2R_LM.ZI:X.RTONE:ELOQUANTGRENOB-S,RTONE,AG2R_LM,GRE,ELOQUANT-GRENOB,ELOQUANTGRENOB-S,eloquantgrenob-s,10.115.178.15,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02K23HA4,BVPN - Corporate 4096,VPO0017,0022746285
DI:AG2R_LM.ZI:X.RTONE:ELOQUANTSFRDATCTER-N,RTONE,AG2R_LM,IDF,ELOQUANT SFR DATCTER,ELOQUANTSFRDATCTER-N,eloquantsfrdatcter-n,10.113.50.58,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT5,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02RVC581,BVPN - Corporate 1024,VPO0012,0022816335
DI:AG2R_LM.ZI:X.RTONE:ELOQUANTSFRDATCTER-S,RTONE,AG2R_LM,IDF,ELOQUANT SFR DATCTER,ELOQUANTSFRDATCTER-S,eloquantsfrdatcter-s,10.113.49.41,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT5,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02RVC581,BVPN - Corporate 1024,VPO0012,0022816335
DI:AG2R_LM.ZI:X.RTONE:EPINALVALE-N,RTONE,AG2R_LM,NCY,EPINAL-VALE,EPINALVALE-N,epinalvale-n,10.113.65.115,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9A,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03YRL68D,BVPN - Corporate 2048,VPO0012,0023103235
DI:AG2R_LM.ZI:X.RTONE:EPINALVALE-S,RTONE,AG2R_LM,NCY,EPINAL-VALE,EPINALVALE-S,epinalvale-s,10.114.199.127,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9A,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03YRL68D,BVPN - Corporate 2048,VPO0012,0023103235
DI:AG2R_LM.ZI:X.RTONE:FLERSLORIBES-N,RTONE,AG2R_LM,LIL,FLERS-LORIBES,FLERSLORIBES-N,flersloribes-n,10.44.177.38,,,,,,,,,CE,,CEDRE,one-access,V4.2R5E2_FT18K,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02US1TFD,BVPN - Corporate 1024,VPO0012,0022840213
DI:AG2R_LM.ZI:X.RTONE:FLERSLORIBES-S,RTONE,AG2R_LM,LIL,FLERS-LORIBES,FLERSLORIBES-S,flersloribes-s,10.113.79.101,,,,,,,,,CE,,CEDRE,one-access,V4.2R5E2_FT18K,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02US1TFD,BVPN - Corporate 1024,VPO0012,0022840213
DI:AG2R_LM.ZI:X.RTONE:FONDETTESHOMME-N,RTONE,AG2R_LM,ORL,FONDETTES-HOMME,FONDETTESHOMME-N,fondetteshomme-n,10.113.171.11,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT3,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02K8R5E5,BVPN - Corporate 1024,VPO0012,0022746286
DI:AG2R_LM.ZI:X.RTONE:FONDETTESHOMME-S,RTONE,AG2R_LM,ORL,FONDETTES-HOMME,FONDETTESHOMME-S,fondetteshomme-s,10.113.58.27,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT3,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02K8R5E5,BVPN - Corporate 1024,VPO0012,0022746286
DI:AG2R_LM.ZI:X.RTONE:GFILILLE-N,RTONE,AG2R_LM,LIL,GFI-LILLE,GFILILLE-N,gfilille-n,10.113.151.18,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT5,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03F7Z4D2,BVPN - Corporate 4096,VPO0012,0022987581
DI:AG2R_LM.ZI:X.RTONE:GFILILLE-S,RTONE,AG2R_LM,LIL,GFI-LILLE,GFILILLE-S,gfilille-s,10.117.73.30,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT5,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03F7Z4D2,BVPN - Corporate 4096,VPO0012,0022987581
