##v1.0##
FDN,OBJECT_TYPE,EQT_FDN,ITF_FDN,DOMAIN,ZONE,SITE,NAME,MNEMO,VPN,ITF_IP_ADDRESS,SRV_SENSOR_PARAM_SERVICE,SRV_SENSOR_TYPE,AVG_BWD_IN,MAX_BWD_IN,AVG_BWD_OUT,MAX_BWD_OUT,ACCESS_DSL_TYPE,CIAL_TAIL_CIRCUIT_BWD_UP,CIAL_TAIL_CIRCUIT_BWD_DOWN,CIAL_INTRANET_BWD,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:FE2/1.N:950,VLAN,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:FE2/1,AREVA,AREVA_NC,GTW MONTGOLFIER N,950,gtwy-mgf-n-FE2/1-950,,,VL,STAT_CDV,100000,100000,100000,100000,,,,,,,,
DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:GE0/0.N:101,VLAN,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:GE0/0,AREVA,AREVA_NC,GTW MONTGOLFIER N,101,gtwy-mgf-n-GE0/0-101,,,VL,STAT_CDV,1000000,1000000,1000000,1000000,,,,,,,,
DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:GE0/0.N:102,VLAN,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:GE0/0,AREVA,AREVA_NC,GTW MONTGOLFIER N,102,gtwy-mgf-n-GE0/0-102,,,VL,STAT_CDV,1000000,1000000,1000000,1000000,,,,,,,,
DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:GE0/0.N:104,VLAN,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:GE0/0,AREVA,AREVA_NC,GTW MONTGOLFIER N,104,gtwy-mgf-n-GE0/0-104,,,VL,STAT_CDV,1000000,1000000,1000000,1000000,,,,,,,,
DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:GE0/0.N:3754,VLAN,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:GE0/0,AREVA,AREVA_NC,GTW MONTGOLFIER N,3754,gtwy-mgf-n-GE0/0-3754,,,VL,STAT_CDV,1000000,1000000,1000000,1000000,,,,,,,,
DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:GE0/1.N:10,VLAN,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:GE0/1,AREVA,AREVA_NC,GTW MONTGOLFIER N,10,gtwy-mgf-n-GE0/1-10,,,VL,STAT_CDV,10000,10000,10000,10000,,,,,,,,
DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:GE0/1.N:12,VLAN,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:GE0/1,AREVA,AREVA_NC,GTW MONTGOLFIER N,12,gtwy-mgf-n-GE0/1-12,,,VL,STAT_CDV,70000,70000,70000,70000,,,,,,,,
DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:GE0/1.N:13,VLAN,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:GE0/1,AREVA,AREVA_NC,GTW MONTGOLFIER N,13,gtwy-mgf-n-GE0/1-13,,,VL,STAT_CDV,10000,10000,10000,10000,,,,,,,,
DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:GE0/1.N:14,VLAN,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-N.L:GE0/1,AREVA,AREVA_NC,GTW MONTGOLFIER N,14,gtwy-mgf-n-GE0/1-14,,,VL,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:AREVA.ZI:X.RTCIS:GTWY-MGF-S.L:GE0/1.N:15,VLAN,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-S,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-S.L:GE0/1,AREVA,AREVA_NC,GTW MONTGOLFIER S,15,gtwy-mgf-s-GE0/1-15,,,VL,STAT_CDV,0,0,0,0,,,,,,,,
DI:AREVA.ZI:X.RTCIS:GTWY-MGF-S.L:GE0/1.N:21,VLAN,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-S,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-S.L:GE0/1,AREVA,AREVA_NC,GTW MONTGOLFIER S,21,gtwy-mgf-s-GE0/1-21,AREVANET_ROW_TPC,,VL,STAT_CDV,0,0,0,0,,,,,,,,
DI:AREVA.ZI:X.RTCIS:GTWY-MGF-S.L:GE0/1.N:22,VLAN,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-S,DI:AREVA.ZI:X.RTCIS:GTWY-MGF-S.L:GE0/1,AREVA,AREVA_NC,GTW MONTGOLFIER S,22,gtwy-mgf-s-GE0/1-22,AREVANET_US_TPC,,VL,STAT_CDV,0,0,0,0,,,,,,,,
DI:AREVA.ZI:X.RTCIS:NC-BAGNOLSSURCE.L:GE0/1.N:34,VLAN,DI:AREVA.ZI:X.RTCIS:NC-BAGNOLSSURCE,DI:AREVA.ZI:X.RTCIS:NC-BAGNOLSSURCE.L:GE0/1,AREVA,AREVA_NC,NC-FR-REG BAGNOL,34,nc-bagnolssurce-GE0/1-34,,,VL,STAT_CDV,0,0,0,0,,50000,50000,40000,CD03EPQAF6,BVPN - Corporate 42409,VPO0006,0022982224
DI:AREVA.ZI:X.RTCIS:NC-BEAUMONTHAG.L:GE0/0.N:49,VLAN,DI:AREVA.ZI:X.RTCIS:NC-BEAUMONTHAG,DI:AREVA.ZI:X.RTCIS:NC-BEAUMONTHAG.L:GE0/0,AREVA,AREVA_NC,NC-FR-AVL LA HAGUE,49,nc-beaumonthag-GE0/0-49,,,VL,STAT_CDV,20000,20000,20000,20000,,30000,30000,30000,CD03JBH5EE,BVPN - Corporate 30720,VPO0006,0023002218
DI:AREVA.ZI:X.RTCIS:NC-EQUEURDREVILLE.L:GE0/1.N:55,VLAN,DI:AREVA.ZI:X.RTCIS:NC-EQUEURDREVILLE,DI:AREVA.ZI:X.RTCIS:NC-EQUEURDREVILLE.L:GE0/1,AREVA,AREVA_NC,NC-FR-AVL EQUEURDREV,55,nc-equeurdreville-GE0/1-55,,,VL,STAT_CDV,0,0,0,0,,50000,50000,40000,CD03JE4C89,BVPN - Corporate 42240,VPO0006,0023003867
DI:AREVA.ZI:X.RTCIS:NC-JOHANNESBURG.L:S0/0/0.N:435,DLCI_CPE,DI:AREVA.ZI:X.RTCIS:NC-JOHANNESBURG,DI:AREVA.ZI:X.RTCIS:NC-JOHANNESBURG.L:S0/0/0,AREVA,AREVA_NC,NC-ZA-BUM JOHANNESBU,435,nc-johannesburg-S0/0/0-435,,,STAT_CDI,STAT_CDI,1024,0,1024,0,,1000,1000,,,EQUANT IPVPN,EVPNPERINT,
DI:AREVA.ZI:X.RTCIS:NC-LONDON.L:S0/0/0.N:991,DLCI_CPE,DI:AREVA.ZI:X.RTCIS:NC-LONDON,DI:AREVA.ZI:X.RTCIS:NC-LONDON.L:S0/0/0,AREVA,AREVA_RH,SA-UK-DIM LONDON,991,nc-london-S0/0/0-991,,,STAT_CDI,STAT_CDI,0,0,0,0,,2048,2048,,,EQUANT IPVPN,EVPNHDANIN,
DI:AREVA.ZI:X.RTCIS:NC-NIZHNY.L:S0/0/0.N:468,DLCI_CPE,DI:AREVA.ZI:X.RTCIS:NC-NIZHNY,DI:AREVA.ZI:X.RTCIS:NC-NIZHNY.L:S0/0/0,AREVA,AREVA_NC,NC-RU-BUCSI NOVGOROD,468,nc-nizhny-S0/0/0-468,,,STAT_CDI,STAT_CDI,2048,0,2048,0,,512,512,,,EQUANT IPVPN,EVPNPERINT,
DI:AREVA.ZI:X.RTCIS:NC-STPAULLES.L:ATM0/0/IMA0.N:8-35,VCL,DI:AREVA.ZI:X.RTCIS:NC-STPAULLES,DI:AREVA.ZI:X.RTCIS:NC-STPAULLES.L:ATM0/0/IMA0,AREVA,AREVA_NC,NC-FR-AVL CADARACHE,8-35,nc-stpaulles-ATM0/0/IMA0-8-35,,,V,STAT_CDV,0,0,0,0,SDSL,4096,4096,4000,CD03ERYEFD,BVPN - Corporate 4352,VPO0002,0022982958
DI:AREVA.ZI:X.RTCIS:NC-VALOGNES.L:GE0/2.N:51,VLAN,DI:AREVA.ZI:X.RTCIS:NC-VALOGNES,DI:AREVA.ZI:X.RTCIS:NC-VALOGNES.L:GE0/2,AREVA,AREVA_NC,NC-FR-BUL LMC VALOGN,51,nc-valognes-GE0/2-51,,,ZZ,STAT_CDV,16000,16000,16000,16000,,16000,16000,15000,CD03EPS483,BVPN - Corporate 15615,VPO0006,0022982231
DI:AREVA.ZI:X.RTCIS:NP-IN-MUMBAI.L:ATM1/0.N:0-62,VCL,DI:AREVA.ZI:X.RTCIS:NP-IN-MUMBAI,DI:AREVA.ZI:X.RTCIS:NP-IN-MUMBAI.L:ATM1/0,AREVA,AREVA_NPF,SA-IN-DIM MUMBAI,0-62,np-in-mumbai-ATM1/0-0-62,,,V,STAT_CDV,0,0,0,0,,4096,4096,,,EQUANT IPVPN,EVPNHDANIN,
DI:AREVA.ZI:X.RTCIS:NP-LYNCHBURG-OFR.L:GE0/0.N:28,VLAN,DI:AREVA.ZI:X.RTCIS:NP-LYNCHBURG-OFR,DI:AREVA.ZI:X.RTCIS:NP-LYNCHBURG-OFR.L:GE0/0,AREVA,AREVA_INC,NP-US-LYNCHBURG,28,np-lynchburg-ofr-GE0/0-28,,,VL,STAT_CDV,50000,50000,50000,50000,,51200,51200,,,EQUANT IPVPN,EVPNHDANIN,
DI:AREVA.ZI:X.RTCIS:NP-LYNCHBURG-OFR.L:GE0/0.N:40,VLAN,DI:AREVA.ZI:X.RTCIS:NP-LYNCHBURG-OFR,DI:AREVA.ZI:X.RTCIS:NP-LYNCHBURG-OFR.L:GE0/0,AREVA,AREVA_INC,NP-US-LYNCHBURG,40,np-lynchburg-ofr-GE0/0-40,AMBER_TPC,,VL,STAT_CDV,50000,50000,50000,50000,,51200,51200,,,EQUANT IPVPN,EVPNHDANIN,
DI:AREVA.ZI:X.RTCIS:NP-STPAUL.L:GE0/1.N:90,VLAN,DI:AREVA.ZI:X.RTCIS:NP-STPAUL,DI:AREVA.ZI:X.RTCIS:NP-STPAUL.L:GE0/1,AREVA,AREVA_NPF,NP-FR-ST PAUL,90,np-stpaul-GE0/1-90,,,VL,STAT_CDV,6800,6800,6800,6800,,8000,8000,8000,CD03EMRRAB,BVPN - Corporate 8192,VPO0006,0022982284
DI:AREVA.ZI:X.RTCIS:NPF-PAIMBOEUF-MSB.L:ATM0.N:8-35,VCL,DI:AREVA.ZI:X.RTCIS:NPF-PAIMBOEUF-MSB,DI:AREVA.ZI:X.RTCIS:NPF-PAIMBOEUF-MSB.L:ATM0,AREVA,AREVA_NPF,NP-FR-PAIMBOEUF,8-35,npf-paimboeuf-msb-ATM0-8-35,,,V,STAT_CDV,0,0,0,0,IP ADSL,256,8096,8000,CD03K38ABF,BVPN - Corporate 8192,VPO0011,0023002196
DI:AREVA.ZI:X.RTCIS:NPF-PAIMBOEUF.L:GE0/0.N:58,VLAN,DI:AREVA.ZI:X.RTCIS:NPF-PAIMBOEUF,DI:AREVA.ZI:X.RTCIS:NPF-PAIMBOEUF.L:GE0/0,AREVA,AREVA_NPF,NP-FR-PAIMBOEUF,58,58,,,VL,STAT_CDV,8000,8000,8000,8000,,8000,8000,,,,,
DI:AREVA.ZI:X.RTCIS:NPF-PIEUX-N.L:GE0/0.N:37,VLAN,DI:AREVA.ZI:X.RTCIS:NPF-PIEUX-N,DI:AREVA.ZI:X.RTCIS:NPF-PIEUX-N.L:GE0/0,AREVA,AREVA_NPF,NP-FR-FLAMANVILLE,37,37,,,VL,STAT_CDV,8000,8000,8000,8000,,12000,12000,10000,CD03JC2F98,BVPN - Corporate 13312,VPO0014,0023002355
DI:AREVA.ZI:X.RTCIS:NPF-PIEUX-S.L:GE0/1.N:40,VLAN,DI:AREVA.ZI:X.RTCIS:NPF-PIEUX-S,DI:AREVA.ZI:X.RTCIS:NPF-PIEUX-S.L:GE0/1,AREVA,AREVA_NPF,NP-FR-FLAMANVILLE,40,40,,,VL,STAT_CDV,8000,8000,8000,8000,,12000,12000,10000,CD03JC2F98,BVPN - Corporate 13312,VPO0014,0023002355
DI:AREVA.ZI:X.RTCIS:ROME.L:S0/0/0.N:769,DLCI_CPE,DI:AREVA.ZI:X.RTCIS:ROME,DI:AREVA.ZI:X.RTCIS:ROME.L:S0/0/0,AREVA,AREVA_RH,SA-IT-ROME,769,rome-S0/0/0-769,,,STAT_CDI,STAT_CDI,0,0,0,0,,128,128,,,EQUANT IPVPN,EVPNPERINT,
DI:AREVA.ZI:X.RTCIS:ROW-MOSCOW.L:S0/0/0.N:991,DLCI_CPE,DI:AREVA.ZI:X.RTCIS:ROW-MOSCOW,DI:AREVA.ZI:X.RTCIS:ROW-MOSCOW.L:S0/0/0,AREVA,AREVA_NPF,SA-RU-DIM MOSCOW,991,row-moscow-S0/0/0-991,,,STAT_CDI,STAT_CDI,0,0,0,0,,2000,2000,,,,,
DI:AREVA.ZI:X.RTCIS:TEFR-CADARACHE1.L:GE0/0.N:44,VLAN,DI:AREVA.ZI:X.RTCIS:TEFR-CADARACHE1,DI:AREVA.ZI:X.RTCIS:TEFR-CADARACHE1.L:GE0/0,AREVA,AREVA_TA,TA-CFR-CADARACHE,44,44,,,VL,STAT_CDV,0,0,0,0,,32000,32000,30000,CD03JBM8E3,BVPN - Corporate 32256,VPO0006,0023002320
DI:AREVA.ZI:X.RTONE:AREVA-NP-JEUMONT.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:AREVA-NP-JEUMONT,DI:AREVA.ZI:X.RTONE:AREVA-NP-JEUMONT.L:A0,AREVA,AREVA_NPF,NP-FR-JUMETIAU,8-35,areva-np-jeumont-A0-8-35,,,SO,STAT_CDV,1500,1500,1500,1500,SDSL,2048,2048,2000,CD03ERT78F,BVPN - Corporate 2048,VPO0002,0022984776
DI:AREVA.ZI:X.RTONE:CFR-AUBAGNE.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:CFR-AUBAGNE,DI:AREVA.ZI:X.RTONE:CFR-AUBAGNE.L:A0,AREVA,AREVA_NC,NC-FR-BUMN AUBAGNE,8-35,cfr-aubagne-A0-8-35,,,V,STAT_CDV,0,0,0,0,SDSL,1024,1024,1000,CD03ERZFFE,BVPN - Corporate 1024,VPO0002,0022982673
DI:AREVA.ZI:X.RTONE:CFR-CHERBOURG.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:CFR-CHERBOURG,DI:AREVA.ZI:X.RTONE:CFR-CHERBOURG.L:A0,AREVA,AREVA_TA,TA-FR-CHERBOURG,8-35,cfr-cherbourg-A0-8-35,,,SQ,STAT_CDV,1500,1500,1500,1500,SDSL,2048,2048,4000,CD03EKPGAA,BVPN - Corporate 5120,VPO0002,0022983300
DI:AREVA.ZI:X.RTONE:CFR-LINGOLSHEIM.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:CFR-LINGOLSHEIM,DI:AREVA.ZI:X.RTONE:CFR-LINGOLSHEIM.L:A0,AREVA,AREVA_NC,NC-FR-BUMN LINGOLSHE,8-35,cfr-lingolsheim-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD03ES1LF1,BVPN - Corporate 2048,VPO0002,0022983191
DI:AREVA.ZI:X.RTONE:CFR-LOCHES.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:CFR-LOCHES,DI:AREVA.ZI:X.RTONE:CFR-LOCHES.L:A0,AREVA,AREVA_NC,NC-FR-BUMN LOCHES,8-35,cfr-loches-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD03ES2LF1,BVPN - Corporate 2048,VPO0002,0022982631
DI:AREVA.ZI:X.RTONE:CFR-MIRAMAS1.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:CFR-MIRAMAS1,DI:AREVA.ZI:X.RTONE:CFR-MIRAMAS1.L:A0,AREVA,AREVA_NC,NC-FR-BUC MIRAMAS,8-35,cfr-miramas1-A0-8-35,,,SN,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD03ERV78F,BVPN - Corporate 1024,VPO0002,0022984730
DI:AREVA.ZI:X.RTONE:CFR-STMI-PENNES.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:CFR-STMI-PENNES,DI:AREVA.ZI:X.RTONE:CFR-STMI-PENNES.L:A0,AREVA,AREVA_TA,TA-FR-LES PENNES MIR,8-35,cfr-stmi-pennes-A0-8-35,,,V,STAT_CDV,0,0,0,0,SDSL,2048,2048,2000,CD03EKN2DF,BVPN - Corporate 2048,VPO0002,0022982621
DI:AREVA.ZI:X.RTONE:CFR-STMI-RUGLES.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:CFR-STMI-RUGLES,DI:AREVA.ZI:X.RTONE:CFR-STMI-RUGLES.L:A0,AREVA,AREVA_NPF,NC-FR-BUMN 3 CHATEAU,8-35,cfr-stmi-rugles-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD03ES0REF,BVPN - Corporate 2048,VPO0002,0022984741
DI:AREVA.ZI:X.RTONE:CFR-STMI-VAL.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:CFR-STMI-VAL,DI:AREVA.ZI:X.RTONE:CFR-STMI-VAL.L:A0,AREVA,AREVA_NPF,NP-FR-VALREUIL,8-35,cfr-stmi-val-A0-8-35,,,V,STAT_CDV,0,0,0,0,SDSL,1024,1024,1000,CD03JGS2F7,BVPN - Corporate 1024,VPO0002,0023002401
DI:AREVA.ZI:X.RTONE:CFR-STSAUVEUR.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:CFR-STSAUVEUR,DI:AREVA.ZI:X.RTONE:CFR-STSAUVEUR.L:A0,AREVA,AREVA_NC,NC-FR-AVL ST SAUVEUR,8-35,cfr-stsauveur-A0-8-35,,,SO,STAT_CDV,1500,1500,1500,1500,SDSL,2048,2048,2000,CD03JGZY9C,BVPN - Corporate 2048,VPO0012,0023002275
DI:AREVA.ZI:X.RTONE:CFR-STSAUVEUR1.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:CFR-STSAUVEUR1,DI:AREVA.ZI:X.RTONE:CFR-STSAUVEUR1.L:A0,AREVA,AREVA_NC,NC-FR-AVL ST SAUVEUR,8-35,cfr-stsauveur1-A0-8-35,,,SO,STAT_CDV,1500,1500,1500,1500,SDSL,2048,2048,2000,CD03JGZY9C,BVPN - Corporate 2048,VPO0012,0023002275
DI:AREVA.ZI:X.RTONE:CFR-VALOGNES-S.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:CFR-VALOGNES-S,DI:AREVA.ZI:X.RTONE:CFR-VALOGNES-S.L:A0,AREVA,AREVA_NC,NC-FR-AVL VALOGNES,8-35,cfr-valognes-s-A0-8-35,,,SO,STAT_CDV,1800,1800,1800,1800,SDSL,2048,2048,2000,CD03JG6U90,BVPN - Corporate 2048,VPO0012,0023002108
DI:AREVA.ZI:X.RTONE:CFR-VALOGNES1.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:CFR-VALOGNES1,DI:AREVA.ZI:X.RTONE:CFR-VALOGNES1.L:A0,AREVA,AREVA_NC,NC-FR-AVL VALOGNES,8-35,cfr-valognes1-A0-8-35,,,SO,STAT_CDV,1800,1800,1800,1800,SDSL,2048,2048,2000,CD03JG6U90,BVPN - Corporate 2048,VPO0012,0023002108
DI:AREVA.ZI:X.RTONE:CFR-VEUREY.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:CFR-VEUREY,DI:AREVA.ZI:X.RTONE:CFR-VEUREY.L:A0,AREVA,GRE,NC-FR-BUA VEUREY VOR,8-35,cfr-veurey-A0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,500,CD03ES408D,BVPN - Corporate 512,VPO0002,0022982629
DI:AREVA.ZI:X.RTONE:EUR-BOURGET.L:GE1/0.N:3,VLAN,DI:AREVA.ZI:X.RTONE:EUR-BOURGET,DI:AREVA.ZI:X.RTONE:EUR-BOURGET.L:GE1/0,AREVA,GRE,NC-FR-BUCSI BOURGET,3,eur-bourget-GE1/0-3,,,ZZ,STAT_CDV,11000,11000,11000,11000,,11000,11000,10000,CD03CREAF9,BVPN - Corporate 10920,VPO0006,0022969417
DI:AREVA.ZI:X.RTONE:EUR-CARQUEFOU1.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:EUR-CARQUEFOU1,DI:AREVA.ZI:X.RTONE:EUR-CARQUEFOU1.L:A0,AREVA,AREVA_NC,NC-FR-BUCSI CARQUEFO,8-35,eur-carquefou1-A0-8-35,,,SY,STAT_CDV,3400,3400,3400,3400,SDSL,4096,4096,4000,CD03EKQWBA,BVPN - Corporate 4352,VPO0002,0022983260
DI:AREVA.ZI:X.RTONE:EUR-ECHIROLLES.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:EUR-ECHIROLLES,DI:AREVA.ZI:X.RTONE:EUR-ECHIROLLES.L:A0,AREVA,AREVA_NC,NC-FR-BUCSI ECHIROLL,8-35,eur-echirolles-A0-8-35,,,SU,STAT_CDV,512,1600,512,1600,SDSL,2048,2048,2000,CD03EKQEA8,BVPN - Corporate 2304,VPO0002,0022983264
DI:AREVA.ZI:X.RTONE:EUR-MULHOUSE.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:EUR-MULHOUSE,DI:AREVA.ZI:X.RTONE:EUR-MULHOUSE.L:A0,AREVA,AREVA_NC,NC-FR-BUCSI MULHOUSE,8-35,eur-mulhouse-A0-8-35,,,SY,STAT_CDV,3400,3400,3400,3400,SDSL,4096,4096,4000,CD03EKTCAE,BVPN - Corporate 4352,VPO0002,0022983253
DI:AREVA.ZI:X.RTONE:EUR-QUIMPER.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:EUR-QUIMPER,DI:AREVA.ZI:X.RTONE:EUR-QUIMPER.L:A0,AREVA,AREVA_NC,NC-FR-BUCSI QUIMPER,8-35,eur-quimper-A0-8-35,,,ZZ,STAT_CDV,4096,4096,4096,4096,SDSL,4096,4096,4000,CD03EKRYB4,BVPN - Corporate 4352,VPO0002,0022983218
DI:AREVA.ZI:X.RTONE:FFR-BAGNOLS.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:FFR-BAGNOLS,DI:AREVA.ZI:X.RTONE:FFR-BAGNOLS.L:A0,AREVA,AREVA_NPF,NP-FR-BAGNOLS CEZE,8-35,ffr-bagnols-A0-8-35,,,SY,STAT_CDV,3400,3400,3400,3400,SDSL,4096,4096,4000,CD03EL0PAC,BVPN - Corporate 4096,VPO0002,0022982935
DI:AREVA.ZI:X.RTONE:FFR-CREUSOT.L:GE1/0.N:45,VLAN,DI:AREVA.ZI:X.RTONE:FFR-CREUSOT,DI:AREVA.ZI:X.RTONE:FFR-CREUSOT.L:GE1/0,AREVA,AREVA_NPF,NP-FR-CREUSOT CT,45,ffr-creusot-GE1/0-45,,,VL,STAT_CDV,7400,7400,7400,7400,,8000,8000,8000,CD03QLETA8,BVPN - Corporate 8872,VPO0006,0023047524
DI:AREVA.ZI:X.RTONE:FFR-MONTREUIL-N.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:FFR-MONTREUIL-N,DI:AREVA.ZI:X.RTONE:FFR-MONTREUIL-N.L:A0,AREVA,AREVA_NPF,NP-FR-MONTREUIL,8-35,ffr-montreuil-n-A0-8-35,,,V,STAT_CDV,0,0,0,0,SDSL,4096,4096,4000,CD03F2VZA2,BVPN - Corporate 4096,VPO0007,0022985228
DI:AREVA.ZI:X.RTONE:FFR-RUNGIS.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:FFR-RUNGIS,DI:AREVA.ZI:X.RTONE:FFR-RUNGIS.L:A0,AREVA,AREVA_NPF,NP-FR-RUNGIS,8-35,ffr-rungis-A0-8-35,,,V,STAT_CDV,0,0,0,0,SDSL,2048,2048,2000,CD03ES1588,BVPN - Corporate 2048,VPO0002,0022983256
DI:AREVA.ZI:X.RTONE:NC-6FOUR-N.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-6FOUR-N,DI:AREVA.ZI:X.RTONE:NC-6FOUR-N.L:A0,AREVA,AREVA_NC,NC-FR-BUL MCO 6 FOUR,8-35,nc-6four-n-A0-8-35,,,SO,STAT_CDV,1500,1500,1500,1500,SDSL,2048,2048,2000,CD03F2UUAD,BVPN - Corporate 2048,VPO0007,0022985506
DI:AREVA.ZI:X.RTONE:NC-6FOUR-S.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-6FOUR-S,DI:AREVA.ZI:X.RTONE:NC-6FOUR-S.L:A0,AREVA,AREVA_NC,NC-FR-BUL MCO 6 FOUR,8-35,nc-6four-s-A0-8-35,,,V,STAT_CDV,0,0,0,0,IP ADSL,256,8096,2000,CD03F2UUAD,BVPN - Corporate 2048,VPO0007,0022985506
DI:AREVA.ZI:X.RTONE:NC-AVOINE.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-AVOINE,DI:AREVA.ZI:X.RTONE:NC-AVOINE.L:A0,AREVA,AREVA_NC,NC-FR-BUA PNS AVOINE,8-35,nc-avoine-A0-8-35,,,SN,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD03F312CF,BVPN - Corporate 1024,VPO0007,0022985144
DI:AREVA.ZI:X.RTONE:NC-BEAUMONT1.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-BEAUMONT1,DI:AREVA.ZI:X.RTONE:NC-BEAUMONT1.L:A0,AREVA,AREVA_NC,NC-FR-BUCSI HAGUE,8-35,nc-beaumont1-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD03EKVRBF,BVPN - Corporate 1024,VPO0002,0022983240
DI:AREVA.ZI:X.RTONE:NC-BESSINES-S.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-BESSINES-S,DI:AREVA.ZI:X.RTONE:NC-BESSINES-S.L:A0,AREVA,AREVA_NC,NC-FR-BUM BESSINES,8-35,nc-bessines-s-A0-8-35,,,V,STAT_CDV,0,0,0,0,SDSL,6554,6554,6000,CD03J6ZWB4,BVPN - Corporate 7336,VPO0012,0023006789
DI:AREVA.ZI:X.RTONE:NC-BESSINES-S.L:GE0/0.N:51,VLAN,DI:AREVA.ZI:X.RTONE:NC-BESSINES-S,DI:AREVA.ZI:X.RTONE:NC-BESSINES-S.L:GE0/0,AREVA,AREVA_NC,NC-FR-BUM BESSINES,51,nc-bessines-s-GE0/0-51,,,VL,STAT_CDV,0,0,0,0,SDSL,6554,6554,6000,CD03J6ZWB4,,,0023006789
