##v1.0##
FDN,OBJECT_TYPE,EQT_FDN,ITF_FDN,DOMAIN,ZONE,SITE,NAME,MNEMO,VPN,ITF_IP_ADDRESS,SRV_SENSOR_PARAM_SERVICE,SRV_SENSOR_TYPE,AVG_BWD_IN,MAX_BWD_IN,AVG_BWD_OUT,MAX_BWD_OUT,ACCESS_DSL_TYPE,CIAL_TAIL_CIRCUIT_BWD_UP,CIAL_TAIL_CIRCUIT_BWD_DOWN,CIAL_INTRANET_BWD,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:AG2R_LM.ZI:X.RTONE:POITIERSPORCH-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:POITIERSPORCH-N,DI:AG2R_LM.ZI:X.RTONE:POITIERSPORCH-N.L:A0,AG2R_LM,POI,POITIERS-PORCH,8-35,poitiersporch-n-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02KH8RA1,BVPN - Corporate 2048,VPO0012,0022742397
DI:AG2R_LM.ZI:X.RTONE:POITIERSPORCH-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:POITIERSPORCH-S,DI:AG2R_LM.ZI:X.RTONE:POITIERSPORCH-S.L:A0,AG2R_LM,POI,POITIERS-PORCH,8-35,poitiersporch-s-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02KH8RA1,BVPN - Corporate 2048,VPO0012,0022742397
DI:AG2R_LM.ZI:X.RTONE:QUIMPERDUPLEIX-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:QUIMPERDUPLEIX-N,DI:AG2R_LM.ZI:X.RTONE:QUIMPERDUPLEIX-N.L:A0,AG2R_LM,REN,QUIMPER-DUPLEIX,8-35,quimperdupleix-n-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02FU8KF5,BVPN - Corporate 1024,VPO0012,0022737248
DI:AG2R_LM.ZI:X.RTONE:QUIMPERDUPLEIX-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:QUIMPERDUPLEIX-S,DI:AG2R_LM.ZI:X.RTONE:QUIMPERDUPLEIX-S.L:A0,AG2R_LM,REN,QUIMPER-DUPLEIX,8-35,quimperdupleix-s-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02FU8KF5,BVPN - Corporate 1024,VPO0012,0022737248
DI:AG2R_LM.ZI:X.RTONE:REIMSPAIX-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:REIMSPAIX-N,DI:AG2R_LM.ZI:X.RTONE:REIMSPAIX-N.L:A0,AG2R_LM,RMS,REIMS-PAIX,8-35,reimspaix-n-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02KHRTA7,BVPN - Corporate 2048,VPO0012,0022742404
DI:AG2R_LM.ZI:X.RTONE:REIMSPAIX-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:REIMSPAIX-S,DI:AG2R_LM.ZI:X.RTONE:REIMSPAIX-S.L:A0,AG2R_LM,RMS,REIMS-PAIX,8-35,reimspaix-s-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02KHRTA7,BVPN - Corporate 2048,VPO0012,0022742404
DI:AG2R_LM.ZI:X.RTONE:REIMSPINGAT-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:REIMSPINGAT-N,DI:AG2R_LM.ZI:X.RTONE:REIMSPINGAT-N.L:A0,AG2R_LM,RMS,REIMS-PINGAT,8-35,reimspingat-n-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02FUAVE8,BVPN - Corporate 1024,VPO0012,0022737250
DI:AG2R_LM.ZI:X.RTONE:REIMSPINGAT-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:REIMSPINGAT-S,DI:AG2R_LM.ZI:X.RTONE:REIMSPINGAT-S.L:A0,AG2R_LM,RMS,REIMS-PINGAT,8-35,reimspingat-s-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02FUAVE8,BVPN - Corporate 1024,VPO0012,0022737250
DI:AG2R_LM.ZI:X.RTONE:ROUENSTMARC-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:ROUENSTMARC-N,DI:AG2R_LM.ZI:X.RTONE:ROUENSTMARC-N.L:A0,AG2R_LM,ROU,ROUEN-ST-MARC,8-35,rouenstmarc-n-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02JRZXF7,BVPN - Corporate 2048,VPO0012,0022746322
DI:AG2R_LM.ZI:X.RTONE:ROUENSTMARC-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:ROUENSTMARC-S,DI:AG2R_LM.ZI:X.RTONE:ROUENSTMARC-S.L:A0,AG2R_LM,ROU,ROUEN-ST-MARC,8-35,rouenstmarc-s-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02JRZXF7,BVPN - Corporate 2048,VPO0012,0022746322
DI:AG2R_LM.ZI:X.RTONE:SETEMOCH-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:SETEMOCH-N,DI:AG2R_LM.ZI:X.RTONE:SETEMOCH-N.L:A0,AG2R_LM,MPL,SETE-MOCH,8-35,setemoch-n-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02FU7VE8,BVPN - Corporate 1024,VPO0012,0022737253
DI:AG2R_LM.ZI:X.RTONE:SETEMOCH-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:SETEMOCH-S,DI:AG2R_LM.ZI:X.RTONE:SETEMOCH-S.L:A0,AG2R_LM,MPL,SETE-MOCH,8-35,setemoch-s-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02FU7VE8,BVPN - Corporate 1024,VPO0012,0022737253
DI:AG2R_LM.ZI:X.RTONE:SOPRAPUTEAUX-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:SOPRAPUTEAUX-N,DI:AG2R_LM.ZI:X.RTONE:SOPRAPUTEAUX-N.L:A0,AG2R_LM,IDF,SOPRA-PUTEAUX,8-35,sopraputeaux-n-A0-8-35,,,ZZ,STAT_CDV,4096,4096,4096,4096,SDSL,4096,4096,4000,CD02JS0BE8,BVPN - Corporate 4096,VPO0012,0022746323
DI:AG2R_LM.ZI:X.RTONE:SOPRAPUTEAUX-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:SOPRAPUTEAUX-S,DI:AG2R_LM.ZI:X.RTONE:SOPRAPUTEAUX-S.L:A0,AG2R_LM,IDF,SOPRA-PUTEAUX,8-35,sopraputeaux-s-A0-8-35,,,ZZ,STAT_CDV,4096,4096,4096,4096,SDSL,4096,4096,4000,CD02JS0BE8,BVPN - Corporate 4096,VPO0012,0022746323
DI:AG2R_LM.ZI:X.RTONE:STBRIEUCVINC-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:STBRIEUCVINC-N,DI:AG2R_LM.ZI:X.RTONE:STBRIEUCVINC-N.L:A0,AG2R_LM,REN,ST-BRIEUC-VINC,8-35,stbrieucvinc-n-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02FU6886,BVPN - Corporate 1024,VPO0012,0022737256
DI:AG2R_LM.ZI:X.RTONE:STBRIEUCVINC-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:STBRIEUCVINC-S,DI:AG2R_LM.ZI:X.RTONE:STBRIEUCVINC-S.L:A0,AG2R_LM,REN,ST-BRIEUC-VINC,8-35,stbrieucvinc-s-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02FU6886,BVPN - Corporate 1024,VPO0012,0022737256
DI:AG2R_LM.ZI:X.RTONE:STETIENNEVIOL-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:STETIENNEVIOL-N,DI:AG2R_LM.ZI:X.RTONE:STETIENNEVIOL-N.L:A0,AG2R_LM,LYO,ST-ETIENNE-VIOL,8-35,stetienneviol-n-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02KHR7C4,BVPN - Corporate 2048,VPO0012,0022742406
DI:AG2R_LM.ZI:X.RTONE:STETIENNEVIOL-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:STETIENNEVIOL-S,DI:AG2R_LM.ZI:X.RTONE:STETIENNEVIOL-S.L:A0,AG2R_LM,LYO,ST-ETIENNE-VIOL,8-35,stetienneviol-s-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02KHR7C4,BVPN - Corporate 2048,VPO0012,0022742406
DI:AG2R_LM.ZI:X.RTONE:STQUENTINZOLA-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:STQUENTINZOLA-N,DI:AG2R_LM.ZI:X.RTONE:STQUENTINZOLA-N.L:A0,AG2R_LM,AMI,ST-QUENTIN-ZOLA,8-35,stquentinzola-n-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02FU5PEE,BVPN - Corporate 1024,VPO0012,0022737259
DI:AG2R_LM.ZI:X.RTONE:STQUENTINZOLA-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:STQUENTINZOLA-S,DI:AG2R_LM.ZI:X.RTONE:STQUENTINZOLA-S.L:A0,AG2R_LM,AMI,ST-QUENTIN-ZOLA,8-35,stquentinzola-s-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02FU5PEE,BVPN - Corporate 1024,VPO0012,0022737259
DI:AG2R_LM.ZI:X.RTONE:SURAVENIRNANTE-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:SURAVENIRNANTE-N,DI:AG2R_LM.ZI:X.RTONE:SURAVENIRNANTE-N.L:A0,AG2R_LM,NTS,SURAVENIR-NANTE,8-35,suravenirnante-n-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02KHQ9CA,BVPN - Corporate 2048,VPO0012,0022742407
DI:AG2R_LM.ZI:X.RTONE:SURAVENIRNANTE-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:SURAVENIRNANTE-S,DI:AG2R_LM.ZI:X.RTONE:SURAVENIRNANTE-S.L:A0,AG2R_LM,NTS,SURAVENIR-NANTE,8-35,suravenirnante-s-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02KHQ9CA,BVPN - Corporate 2048,VPO0012,0022742407
DI:AG2R_LM.ZI:X.RTONE:SYGEPREVDENIS-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:SYGEPREVDENIS-N,DI:AG2R_LM.ZI:X.RTONE:SYGEPREVDENIS-N.L:A0,AG2R_LM,IDF,SYGEPREV-DENIS,8-35,sygeprevdenis-n-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02JS0RF8,BVPN - Corporate 2048,VPO0012,0023052794
DI:AG2R_LM.ZI:X.RTONE:SYGEPREVDENIS-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:SYGEPREVDENIS-S,DI:AG2R_LM.ZI:X.RTONE:SYGEPREVDENIS-S.L:A0,AG2R_LM,IDF,SYGEPREV-DENIS,8-35,sygeprevdenis-s-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02JS0RF8,BVPN - Corporate 2048,VPO0012,0023052794
DI:AG2R_LM.ZI:X.RTONE:TELINDUSULIS-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:TELINDUSULIS-N,DI:AG2R_LM.ZI:X.RTONE:TELINDUSULIS-N.L:A0,AG2R_LM,IDF,TELINDUS-ULIS,8-35,telindusulis-n-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02KA1Q94,BVPN - Corporate 1024,VPO0012,0022746326
DI:AG2R_LM.ZI:X.RTONE:TELINDUSULIS-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:TELINDUSULIS-S,DI:AG2R_LM.ZI:X.RTONE:TELINDUSULIS-S.L:A0,AG2R_LM,IDF,TELINDUS-ULIS,8-35,telindusulis-s-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02KA1Q94,BVPN - Corporate 1024,VPO0012,0022746326
DI:AG2R_LM.ZI:X.RTONE:TOULONPICOT-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:TOULONPICOT-N,DI:AG2R_LM.ZI:X.RTONE:TOULONPICOT-N.L:A0,AG2R_LM,MAR,TOULON-PICOT,8-35,toulonpicot-n-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02FU5987,BVPN - Corporate 1024,VPO0012,0022737261
DI:AG2R_LM.ZI:X.RTONE:TOULONPICOT-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:TOULONPICOT-S,DI:AG2R_LM.ZI:X.RTONE:TOULONPICOT-S.L:A0,AG2R_LM,MAR,TOULON-PICOT,8-35,toulonpicot-s-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02FU5987,BVPN - Corporate 1024,VPO0012,0022737261
DI:AG2R_LM.ZI:X.RTONE:TOULOUSE-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:TOULOUSE-N,DI:AG2R_LM.ZI:X.RTONE:TOULOUSE-N.L:A0,AG2R_LM,TLS,TOULOUSE,8-35,toulouse-n-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02XKYEBF,BVPN - Corporate 1024,VPO0012,0022852668
DI:AG2R_LM.ZI:X.RTONE:TOULOUSE-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:TOULOUSE-S,DI:AG2R_LM.ZI:X.RTONE:TOULOUSE-S.L:A0,AG2R_LM,TLS,TOULOUSE,8-35,toulouse-s-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02XKYEBF,BVPN - Corporate 1024,VPO0012,0022852668
DI:AG2R_LM.ZI:X.RTONE:TOULOUSEVIDAL-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:TOULOUSEVIDAL-N,DI:AG2R_LM.ZI:X.RTONE:TOULOUSEVIDAL-N.L:A0,AG2R_LM,TLS,TOULOUSE-VIDAL,8-35,toulousevidal-n-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02KHPDB7,BVPN - Corporate 2048,VPO0012,0022742408
DI:AG2R_LM.ZI:X.RTONE:TOULOUSEVIDAL-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:TOULOUSEVIDAL-S,DI:AG2R_LM.ZI:X.RTONE:TOULOUSEVIDAL-S.L:A0,AG2R_LM,TLS,TOULOUSE-VIDAL,8-35,toulousevidal-s-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02KHPDB7,BVPN - Corporate 2048,VPO0012,0022742408
DI:AG2R_LM.ZI:X.RTONE:TOURSVAILLAN11-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:TOURSVAILLAN11-N,DI:AG2R_LM.ZI:X.RTONE:TOURSVAILLAN11-N.L:A0,AG2R_LM,ORL,TOURS-VAILLAN11,8-35,toursvaillan11-n-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02US4CEA,BVPN - Corporate 2048,VPO0012,0022840465
DI:AG2R_LM.ZI:X.RTONE:TOURSVAILLAN11-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:TOURSVAILLAN11-S,DI:AG2R_LM.ZI:X.RTONE:TOURSVAILLAN11-S.L:A0,AG2R_LM,ORL,TOURS-VAILLAN11,8-35,toursvaillan11-s-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02US4CEA,BVPN - Corporate 2048,VPO0012,0022840465
DI:AG2R_LM.ZI:X.RTONE:TOURSVAILLAN21-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:TOURSVAILLAN21-N,DI:AG2R_LM.ZI:X.RTONE:TOURSVAILLAN21-N.L:A0,AG2R_LM,ORL,TOURS-VAILLAN21,8-35,toursvaillan21-n-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02US3DED,BVPN - Corporate 1024,VPO0012,0022840474
DI:AG2R_LM.ZI:X.RTONE:TOURSVAILLAN21-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:TOURSVAILLAN21-S,DI:AG2R_LM.ZI:X.RTONE:TOURSVAILLAN21-S.L:A0,AG2R_LM,ORL,TOURS-VAILLAN21,8-35,toursvaillan21-s-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02US3DED,BVPN - Corporate 1024,VPO0012,0022840474
DI:AG2R_LM.ZI:X.RTONE:TROYESFILLE-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:TROYESFILLE-N,DI:AG2R_LM.ZI:X.RTONE:TROYESFILLE-N.L:A0,AG2R_LM,RMS,TROYES-FILLE,8-35,troyesfille-n-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02KHNHBB,BVPN - Corporate 2048,VPO0012,0022742409
DI:AG2R_LM.ZI:X.RTONE:TROYESFILLE-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:TROYESFILLE-S,DI:AG2R_LM.ZI:X.RTONE:TROYESFILLE-S.L:A0,AG2R_LM,RMS,TROYES-FILLE,8-35,troyesfille-s-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02KHNHBB,BVPN - Corporate 2048,VPO0012,0022742409
DI:AG2R_LM.ZI:X.RTONE:VALETTEVALGOB-N.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:VALETTEVALGOB-N,DI:AG2R_LM.ZI:X.RTONE:VALETTEVALGOB-N.L:A0,AG2R_LM,MAR,VALETTE-VALGO-B,8-35,valettevalgob-n-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02UUHGFA,BVPN - Corporate 1024,VPO0012,0022839788
DI:AG2R_LM.ZI:X.RTONE:VALETTEVALGOB-S.L:A0.N:8-35,VCL,DI:AG2R_LM.ZI:X.RTONE:VALETTEVALGOB-S,DI:AG2R_LM.ZI:X.RTONE:VALETTEVALGOB-S.L:A0,AG2R_LM,MAR,VALETTE-VALGO-B,8-35,valettevalgob-s-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02UUHGFA,BVPN - Corporate 1024,VPO0012,0022839788
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEBLX394.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEBLX394,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEBLX394.L:G,AG2R_LM,B_ETHER,BALMA-CHAPITRE,150,OS904-CEBLX394-0024THW6,,,ZZ,STAT_CONN,40000,40000,40000,40000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEBRQ331.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEBRQ331,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEBRQ331.L:G,AG2R_LM,B_ETHER,BORDEAUX-GAMBETTA,150,OS904-CEBRQ331-0024THW6,,,ZZ,STAT_CONN,40000,40000,40000,40000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CECJH611.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CECJH611,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CECJH611.L:G,AG2R_LM,B_ETHER,CHARTRES-POILLOT,150,Chartres-Ethernet-0024THW6,,,ZZ,STAT_CONN,200000,200000,200000,200000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEGRO842.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEGRO842,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEGRO842.L:G,AG2R_LM,B_ETHER,GRENOBLE-REYNOARD,150,OS904-CEGRO842-0024THW6,,,ZZ,STAT_CONN,100000,100000,100000,100000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CELZX811.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CELZX811,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CELZX811.L:G,AG2R_LM,B_ETHER,LYON-SERVIENT,150,OS904-CELZX811-0024THW6,,,ZZ,STAT_CONN,40000,40000,40000,40000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEMOA812.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEMOA812,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEMOA812.L:G,AG2R_LM,B_ETHER,MONS-ZOLA,150,Mons-Ethernet-0024THW6,,,ZZ,STAT_CONN,400000,400000,400000,400000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEMSF481.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEMSF481,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEMSF481.L:G,AG2R_LM,B_ETHER,MARSEILLE-PRADO-485,150,OS904-CEMSF481-0024THW6,,,ZZ,STAT_CONN,200000,200000,200000,200000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEMUV751.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEMUV751,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEMUV751.L:G,AG2R_LM,B_ETHER,MARSEILLE-CANEBIERE,150,OS904-CEMUV751-0024THW6,,,ZZ,STAT_CONN,40000,40000,40000,40000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEMWP311.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEMWP311,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEMWP311.L:G,AG2R_LM,B_ETHER,MARSEILLE-PRADO-506,150,OS904-CEMWP311-0024THW6,,,ZZ,STAT_CONN,40000,40000,40000,40000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEPUI211.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEPUI211,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEPUI211.L:G,AG2R_LM,B_ETHER,PARIS-HAUSMANN,150,OS904-CEPUI211-0024THW6,,,ZZ,STAT_CONN,200000,200000,200000,200000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEPUI221.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEPUI221,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEPUI221.L:G,AG2R_LM,B_ETHER,PARIS-AUBER,150,OS904-CEPUI221-0024THW6,,,ZZ,STAT_CONN,40000,40000,40000,40000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CERMV872.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CERMV872,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CERMV872.L:G,AG2R_LM,B_ETHER,REIMS-MOISSONS,150,OS904-CERMV872-0024THW6,,,ZZ,STAT_CONN,40000,40000,40000,40000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEROB922.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEROB922,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEROB922.L:G,AG2R_LM,B_ETHER,RENNES-BEAUMONT,150,OS904-CEROB922-0024THW6,,,ZZ,STAT_CONN,100000,100000,100000,100000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CESTS231.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CESTS231,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CESTS231.L:G,AG2R_LM,B_ETHER,STRASBOURG-VERDON,150,OS904-CESTS231-0024THW6,,,ZZ,STAT_CONN,40000,40000,40000,40000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEW3ULC2.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEW3ULC2,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEW3ULC2.L:G,AG2R_LM,B_ETHER,PARIS-MONTHOLON,150,OS904-CEW3ULC2-0024THW6,,,ZZ,STAT_CONN,200000,200000,200000,200000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEW6LTC1.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEW6LTC1,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEW6LTC1.L:G,AG2R_LM,B_ETHER,PARIS-BRUNE,150,OS904-CEW6LTC1-0024THW6,,,ZZ,STAT_CONN,200000,200000,200000,200000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEWROUC1.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEWROUC1,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEWROUC1.L:G,AG2R_LM,B_ETHER,MALAKOFF-DOLET,150,OS904-CEWROUC1-0024THW6,,,ZZ,STAT_CONN,200000,200000,200000,200000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEWULUC1.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEWULUC1,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEWULUC1.L:G,AG2R_LM,B_ETHER,SUNGARD-LOGNES,150,OS904-CEWULUC1-0024THW6,,,ZZ,STAT_CONN,10000,10000,10000,10000,,,,,,,,
DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEYI2GC1.L:G.N:150,NCONNECT,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEYI2GC1,DI:AG2R_LM.ZI:X.SWOMRV:OS904-CEYI2GC1.L:G,AG2R_LM,B_ETHER,PARIS-LA-VILLETTE,150,OS904-CEYI2GC1-0024THW6,,,ZZ,STAT_CONN,100000,100000,100000,100000,,,,,,,,
