##v1.0##
FDN,OBJECT_TYPE,EQT_FDN,DOMAIN,ZONE,SITE,NAME,MNEMO,COMMENTARY,IP_ADDRESS,CIAL_TYPE,CIAL_PRIMARY,CIAL_PROTOCOL,CIAL_PE_NAME,CIAL_ACCESS_TYPE_NETWORK,CIAL_TAIL_CIRCUIT_BWD_UP,CIAL_TAIL_CIRCUIT_BWD_DOWN,CIAL_SOLD_BWD,SRV_STAT_DATA,SRV_LOAD_MAX_UP_SLA,SRV_LOAD_MAX_DOWN_SLA,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/1,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/1,b1122-FE0/1,ORCH=DEPORT *** lien vers switch monetique atacv-m1122 ***,,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/10,LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/10,b1122-FE0/10,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/11,LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/11,b1122-FE0/11,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/13,LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/13,b1122-FE0/13,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/15,LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/15,b1122-FE0/15,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/16,LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/16,b1122-FE0/16,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/17,LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/17,b1122-FE0/17,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/19,LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/19,b1122-FE0/19,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/2,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/2,b1122-FE0/2,ORCH=DEPORT *** lien vers routeur atacv-1122 ***,,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/21,LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/21,b1122-FE0/21,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/22,LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/22,b1122-FE0/22,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/23,LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/23,b1122-FE0/23,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/24,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/24,b1122-FE0/24,ORCH=DEPORT *** lien vers switch bureautique atacv-b1122ter ***,,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/3,LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/3,b1122-FE0/3,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/4,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/4,b1122-FE0/4,ORCH=DEPORT *** lien vers switch bureautique atacv-b1122bis ***,,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/8,LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/8,b1122-FE0/8,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122.L:FE0/9,LAN,DI:ATAC.ZI:X.SWCAT:B1122,ATAC,MAG_NORD,1122 MONTFERMEIL,FE0/9,b1122-FE0/9,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122BIS.L:FE0/1,LR_LAN,DI:ATAC.ZI:X.SWCAT:B1122BIS,ATAC,MAG_NORD,1122 MONTFERMEIL SW,FE0/1,b1122bis-FE0/1,ORCH=RESEAU *** rocade vers switch bureautique atacv-b1122 ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122BIS.L:FE0/2,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1122BIS,ATAC,MAG_NORD,1122 MONTFERMEIL SW,FE0/2,b1122bis-FE0/2,ORCH=DEPORT *** raccordment vers atacv-1122ap1 ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122BIS.L:FE0/21,LAN,DI:ATAC.ZI:X.SWCAT:B1122BIS,ATAC,MAG_NORD,1122 MONTFERMEIL SW,FE0/21,b1122bis-FE0/21,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122BIS.L:FE0/22,LAN,DI:ATAC.ZI:X.SWCAT:B1122BIS,ATAC,MAG_NORD,1122 MONTFERMEIL SW,FE0/22,b1122bis-FE0/22,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122BIS.L:FE0/23,LAN,DI:ATAC.ZI:X.SWCAT:B1122BIS,ATAC,MAG_NORD,1122 MONTFERMEIL SW,FE0/23,b1122bis-FE0/23,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122BIS.L:FE0/24,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1122BIS,ATAC,MAG_NORD,1122 MONTFERMEIL SW,FE0/24,b1122bis-FE0/24,ORCH=DEPORT *** rocade vers switch monetique atacv-m1122bis ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122BIS.L:FE0/3,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1122BIS,ATAC,MAG_NORD,1122 MONTFERMEIL SW,FE0/3,b1122bis-FE0/3,ORCH=DEPORT *** raccordment vers atacv-1122ap2 ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122BIS.L:FE0/4,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1122BIS,ATAC,MAG_NORD,1122 MONTFERMEIL SW,FE0/4,b1122bis-FE0/4,ORCH=DEPORT *** raccordment vers atacv-1122ap3 ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122BIS.L:FE0/5,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1122BIS,ATAC,MAG_NORD,1122 MONTFERMEIL SW,FE0/5,b1122bis-FE0/5,ORCH=DEPORT *** raccordment vers atacv-1122ap4 ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122BIS.L:FE0/6,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1122BIS,ATAC,MAG_NORD,1122 MONTFERMEIL SW,FE0/6,b1122bis-FE0/6,ORCH=DEPORT *** raccordment vers atacv-1122ap5 ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122BIS.L:FE0/7,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1122BIS,ATAC,MAG_NORD,1122 MONTFERMEIL SW,FE0/7,b1122bis-FE0/7,ORCH=DEPORT *** raccordment vers atacv-1122ap6 ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1122TER.L:FE0/1,LR_LAN,DI:ATAC.ZI:X.SWCAT:B1122TER,ATAC,MAG_NORD,1122 MONTFERMEIL SW,FE0/1,b1122ter-FE0/1,ORCH=RESEAU *** vers switch bureautique atacv-b1122 ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1123.L:FE0/1,LAN,DI:ATAC.ZI:X.SWCAT:B1123,ATAC,MAG_OUEST,1123 MAUREPAS,FE0/1,b1123-FE0/1," lien vers switch caisse ",,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1123.L:FE0/14,LAN,DI:ATAC.ZI:X.SWCAT:B1123,ATAC,MAG_OUEST,1123 MAUREPAS,FE0/14,b1123-FE0/14,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1123.L:FE0/15,LAN,DI:ATAC.ZI:X.SWCAT:B1123,ATAC,MAG_OUEST,1123 MAUREPAS,FE0/15,b1123-FE0/15,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1123.L:FE0/16,LAN,DI:ATAC.ZI:X.SWCAT:B1123,ATAC,MAG_OUEST,1123 MAUREPAS,FE0/16,b1123-FE0/16,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1123.L:FE0/17,LAN,DI:ATAC.ZI:X.SWCAT:B1123,ATAC,MAG_OUEST,1123 MAUREPAS,FE0/17,b1123-FE0/17,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1123.L:FE0/18,LAN,DI:ATAC.ZI:X.SWCAT:B1123,ATAC,MAG_OUEST,1123 MAUREPAS,FE0/18,b1123-FE0/18,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1123.L:FE0/2,LAN,DI:ATAC.ZI:X.SWCAT:B1123,ATAC,MAG_OUEST,1123 MAUREPAS,FE0/2,b1123-FE0/2," lien vers routeur ",,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1124.L:FE0/1,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1124,ATAC,MAG_SUD,1124 TALENCE GAMBETA,FE0/1,b1124-FE0/1,*** lien vers switch monetique ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1124.L:FE0/17,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1124,ATAC,MAG_SUD,1124 TALENCE GAMBETA,FE0/17,b1124-FE0/17,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1124.L:FE0/18,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1124,ATAC,MAG_SUD,1124 TALENCE GAMBETA,FE0/18,b1124-FE0/18,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1124.L:FE0/19,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1124,ATAC,MAG_SUD,1124 TALENCE GAMBETA,FE0/19,b1124-FE0/19,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1124.L:FE0/2,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1124,ATAC,MAG_SUD,1124 TALENCE GAMBETA,FE0/2,b1124-FE0/2,*** lien vers routeur ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1124.L:FE0/20,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1124,ATAC,MAG_SUD,1124 TALENCE GAMBETA,FE0/20,b1124-FE0/20,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1124.L:FE0/21,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1124,ATAC,MAG_SUD,1124 TALENCE GAMBETA,FE0/21,b1124-FE0/21,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1125.L:FE0/1,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1125,ATAC,MAG_SUD,1125 BDX BENAUGE,FE0/1,b1125-FE0/1,*** lien vers switch monetique ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1125.L:FE0/19,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1125,ATAC,MAG_SUD,1125 BDX BENAUGE,FE0/19,b1125-FE0/19,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1125.L:FE0/2,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1125,ATAC,MAG_SUD,1125 BDX BENAUGE,FE0/2,b1125-FE0/2,*** lien vers routeur ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1125.L:FE0/20,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1125,ATAC,MAG_SUD,1125 BDX BENAUGE,FE0/20,b1125-FE0/20,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1125.L:FE0/21,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1125,ATAC,MAG_SUD,1125 BDX BENAUGE,FE0/21,b1125-FE0/21,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1125.L:FE0/22,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1125,ATAC,MAG_SUD,1125 BDX BENAUGE,FE0/22,b1125-FE0/22,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1126.L:FE0/1,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1126,ATAC,MAG_SUD,1126 GRADIGNAN LAUR,FE0/1,b1126-FE0/1,*** lien vers switch monetique ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1126.L:FE0/18,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1126,ATAC,MAG_SUD,1126 GRADIGNAN LAUR,FE0/18,b1126-FE0/18,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1126.L:FE0/19,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1126,ATAC,MAG_SUD,1126 GRADIGNAN LAUR,FE0/19,b1126-FE0/19,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1126.L:FE0/2,LR_LAN,DI:ATAC.ZI:X.SWCAT:B1126,ATAC,MAG_SUD,1126 GRADIGNAN LAUR,FE0/2,b1126-FE0/2,*** lien vers routeur ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1126.L:FE0/24,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1126,ATAC,MAG_SUD,1126 GRADIGNAN LAUR,FE0/24,b1126-FE0/24,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1126.L:VLAN999,LV_LAN,DI:ATAC.ZI:X.SWCAT:B1126,ATAC,MAG_SUD,1126 GRADIGNAN LAUR,VLAN999,b1126-VLAN999,,10.43.254.53,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1127.L:FE0/1,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1127,ATAC,MAG_OUEST,1127 ORL BRAYE,FE0/1,b1127-FE0/1," lien vers switch caisse ",,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1127.L:FE0/10,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1127,ATAC,MAG_OUEST,1127 ORL BRAYE,FE0/10,b1127-FE0/10,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1127.L:FE0/11,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1127,ATAC,MAG_OUEST,1127 ORL BRAYE,FE0/11,b1127-FE0/11,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1127.L:FE0/12,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1127,ATAC,MAG_OUEST,1127 ORL BRAYE,FE0/12,b1127-FE0/12,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1127.L:FE0/15,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1127,ATAC,MAG_OUEST,1127 ORL BRAYE,FE0/15,b1127-FE0/15,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1127.L:FE0/16,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1127,ATAC,MAG_OUEST,1127 ORL BRAYE,FE0/16,b1127-FE0/16,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1127.L:FE0/17,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1127,ATAC,MAG_OUEST,1127 ORL BRAYE,FE0/17,b1127-FE0/17,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1127.L:FE0/18,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1127,ATAC,MAG_OUEST,1127 ORL BRAYE,FE0/18,b1127-FE0/18,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1127.L:FE0/2,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1127,ATAC,MAG_OUEST,1127 ORL BRAYE,FE0/2,b1127-FE0/2," lien vers routeur ",,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1127.L:FE0/3,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1127,ATAC,MAG_OUEST,1127 ORL BRAYE,FE0/3,b1127-FE0/3," lien vers switch bureautique atac-b1127bis ",,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1127.L:FE0/9,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1127,ATAC,MAG_OUEST,1127 ORL BRAYE,FE0/9,b1127-FE0/9,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1127BIS.L:FE0/1,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1127BIS,ATAC,MAG_OUEST,1127 ORL BRAYE,FE0/1,b1127bis-FE0/1,lien vers switch bureautique atac-b1127,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1128.L:FE0/1,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1128,ATAC,MAG_OUEST,1128 ORL OLIVET,FE0/1,b1128-FE0/1," lien vers switch caisse ",,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1128.L:FE0/11,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1128,ATAC,MAG_OUEST,1128 ORL OLIVET,FE0/11,b1128-FE0/11,*** raccordement vers borne wifi atacv-1128ap1 ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1128.L:FE0/2,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1128,ATAC,MAG_OUEST,1128 ORL OLIVET,FE0/2,b1128-FE0/2," lien vers routeur ",,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1128.L:FE0/22,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1128,ATAC,MAG_OUEST,1128 ORL OLIVET,FE0/22,b1128-FE0/22,*** raccordement vers borne wifi atacv-1128ap2 ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1128.L:FE0/23,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1128,ATAC,MAG_OUEST,1128 ORL OLIVET,FE0/23,b1128-FE0/23,*** raccordement vers borne wifi atacv-1128ap3 ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1128.L:FE0/24,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1128,ATAC,MAG_OUEST,1128 ORL OLIVET,FE0/24,b1128-FE0/24,*** raccordement vers borne wifi atacv-1128ap4 ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1128BIS.L:FE0/1,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1128BIS,ATAC,MAG_OUEST,1128 ORL OLIVET,FE0/1,b1128bis-FE0/1,***rocade vers switch monetique***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1129.L:FE0/1,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1129,ATAC,MAG_OUEST,1129 NAZELLES,FE0/1,b1129-FE0/1," lien vers switch caisse ",,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1129.L:FE0/18,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1129,ATAC,MAG_OUEST,1129 NAZELLES,FE0/18,b1129-FE0/18,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1129.L:FE0/19,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1129,ATAC,MAG_OUEST,1129 NAZELLES,FE0/19,b1129-FE0/19,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1129.L:FE0/2,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1129,ATAC,MAG_OUEST,1129 NAZELLES,FE0/2,b1129-FE0/2," lien vers routeur ",,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1129.L:FE0/20,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1129,ATAC,MAG_OUEST,1129 NAZELLES,FE0/20,b1129-FE0/20,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1129.L:FE0/21,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1129,ATAC,MAG_OUEST,1129 NAZELLES,FE0/21,b1129-FE0/21,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1130.L:FE0/1,LAN,DI:ATAC.ZI:X.SWCAT:B1130,ATAC,MAG_SUD,1130 BEGLES,FE0/1,b1130-FE0/1,*** lien vers switch monetique ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1130.L:FE0/14,LAN,DI:ATAC.ZI:X.SWCAT:B1130,ATAC,MAG_SUD,1130 BEGLES,FE0/14,b1130-FE0/14,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1130.L:FE0/2,LAN,DI:ATAC.ZI:X.SWCAT:B1130,ATAC,MAG_SUD,1130 BEGLES,FE0/2,b1130-FE0/2,*** lien vers routeur ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1130.L:FE0/21,LAN,DI:ATAC.ZI:X.SWCAT:B1130,ATAC,MAG_SUD,1130 BEGLES,FE0/21,b1130-FE0/21,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1130.L:FE0/22,LAN,DI:ATAC.ZI:X.SWCAT:B1130,ATAC,MAG_SUD,1130 BEGLES,FE0/22,b1130-FE0/22,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1130.L:FE0/23,LAN,DI:ATAC.ZI:X.SWCAT:B1130,ATAC,MAG_SUD,1130 BEGLES,FE0/23,b1130-FE0/23,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1130BIS.L:FE0/1,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1130BIS,ATAC,MAG_SUD,1130 BEGLES,FE0/1,b1130bis-FE0/1,lien vers *** port 22 switch bureautique 420000054R020 ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1131-BIS.L:FE0/1,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1131-BIS,ATAC,MAG_SUD,1131 MERIGNAC MONDE,FE0/1,b1131-bis-FE0/1,***rocade vers switch monetique***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1131-BIS.L:FE0/10,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1131-BIS,ATAC,MAG_SUD,1131 MERIGNAC MONDE,FE0/10,b1131-bis-FE0/10,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1131-BIS.L:FE0/11,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1131-BIS,ATAC,MAG_SUD,1131 MERIGNAC MONDE,FE0/11,b1131-bis-FE0/11,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1131-BIS.L:FE0/12,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1131-BIS,ATAC,MAG_SUD,1131 MERIGNAC MONDE,FE0/12,b1131-bis-FE0/12,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1131-BIS.L:FE0/13,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1131-BIS,ATAC,MAG_SUD,1131 MERIGNAC MONDE,FE0/13,b1131-bis-FE0/13,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1131-BIS.L:FE0/9,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1131-BIS,ATAC,MAG_SUD,1131 MERIGNAC MONDE,FE0/9,b1131-bis-FE0/9,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1131-BIS.L:VLAN999,LV_LAN,DI:ATAC.ZI:X.SWCAT:B1131-BIS,ATAC,MAG_SUD,1131 MERIGNAC MONDE,VLAN999,b1131-bis-VLAN999,,10.43.254.131,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1131.L:FE0/1,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1131,ATAC,MAG_SUD,1131 MERIGNAC MONDE,FE0/1,B1131-FE0/1,*** lien vers switch monetique ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1131.L:FE0/2,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1131,ATAC,MAG_SUD,1131 MERIGNAC MONDE,FE0/2,B1131-FE0/2,*** lien vers routeur ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1131.L:FE0/3,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1131,ATAC,MAG_SUD,1131 MERIGNAC MONDE,FE0/3,B1131-FE0/3,*** lien vers switch monetique bis ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1131.L:VLAN999,LV_LAN,DI:ATAC.ZI:X.SWCAT:B1131,ATAC,MAG_SUD,1131 MERIGNAC MONDE,VLAN999,B1131-VLAN999,,10.43.254.129,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1132.L:FE0/1,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1132,ATAC,MAG_OUEST,1132 BAGNEUX,FE0/1,b1132-FE0/1,*** lien vers switch monetique ***,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1132.L:FE0/12,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1132,ATAC,MAG_OUEST,1132 BAGNEUX,FE0/12,b1132-FE0/12,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1132.L:FE0/13,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1132,ATAC,MAG_OUEST,1132 BAGNEUX,FE0/13,b1132-FE0/13,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1132.L:FE0/14,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1132,ATAC,MAG_OUEST,1132 BAGNEUX,FE0/14,b1132-FE0/14,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.SWCAT:B1132.L:FE0/15,LD_LAN,DI:ATAC.ZI:X.SWCAT:B1132,ATAC,MAG_OUEST,1132 BAGNEUX,FE0/15,b1132-FE0/15,,,,,,,,,,,N,,,,,,
