##v1.0##
FDN,OBJECT_TYPE,DOMAIN,ZONE,SITE,NAME,MNEMO,ADMIN_ADDRESS,COMMUNITY_CODE,COMMUNITY_NAME,CUSTOMER_CODE,CUSTOMER_NAME,COUNTRY_CODE,COUNTRY_NAME,CITY_CODE,CITY_NAME,NETWORK_ROLE,POP_ID,ORIGIN,ACTIVATION_MODEL,SOFTWARE_RELEASE,VOICE_ROLE,IPPBX_ZONE,IS_SHARED,MANUFACTURER,MACRO_TYPE,SRV_STAT_DATA,SRV_IPER_PATH_PERF,SRV_IPER_PATH_PERF_SLA,SRV_IPER_PATH_PERF_CPUMAX_SLA,SRV_IPER_PATH_AVAIL,SRV_IPER_PATH_AVAIL_SLA,SRV_IPER_PATH_AVAIL_CPUMAX_SLA,SRV_IPER_SITE_AVAIL,SRV_IPER_SITE_AVAIL_SLA,SRV_IPER_SITE_AVAIL_CPUMAX_SLA,SRV_IPER_ROUTER_PERF,SRV_IPER_BACKBONE_PATH,SRV_IPER_COS_VOLUME,SRV_IP_DSL_SERVICE_TYPE,SRV_IP_DSL_CARRIER_NAME,SRV_IP_DSL_OFFER_NAME,SRV_3G_SERVICE_TYPE,SRV_3G_CARRIER_CODE,SRV_3G_CARRIER_NAME,SRV_3G_GSM_NUMBER,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:ATAC.ZI:X.RTONE:4530-S,RTONE,ATAC,IDF,4530 COLOMBES,4530-S,4530-s,10.47.248.61,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT3,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02LMJRBC,BVPN - Corporate 512,VPO0007,0022777763
DI:ATAC.ZI:X.RTONE:4531-N,RTONE,ATAC,IDF,4531 FLANDRE,4531-N,4531-n,10.44.10.32,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT5,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02TKR4CE,BVPN - Corporate 512,VPO0007,0022830721
DI:ATAC.ZI:X.RTONE:4531-S,RTONE,ATAC,IDF,4531 FLANDRE,4531-S,4531-s,10.46.245.249,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT5,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02TKR4CE,BVPN - Corporate 512,VPO0007,0022830721
DI:ATAC.ZI:X.RTONE:4532-N,RTONE,ATAC,IDF,4532 MASSY,4532-N,4532-n,10.48.135.80,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT1,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD037RC489,BVPN - Corporate 512,VPO0007,0022933198
DI:ATAC.ZI:X.RTONE:4532-S,RTONE,ATAC,IDF,4532 MASSY,4532-S,4532-s,10.49.10.33,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD037RC489,BVPN - Corporate 512,VPO0007,0022933198
DI:ATAC.ZI:X.RTONE:4533-N,RTONE,ATAC,IDF,4533 FONTENAY,4533-N,4533-n,10.40.234.32,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT1,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD037RD588,BVPN - Corporate 512,VPO0007,0022933289
DI:ATAC.ZI:X.RTONE:4533-S,RTONE,ATAC,IDF,4533 FONTENAY,4533-S,4533-s,10.49.10.28,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD037RD588,BVPN - Corporate 512,VPO0007,0022933289
DI:ATAC.ZI:X.RTONE:4534,RTONE,ATAC,IDF,4534 SAINTDENIS,4534,4534,10.45.126.47,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT5,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02U6FUA2,BVPN - Corporate 1024,VPO0007,0022835893
DI:ATAC.ZI:X.RTONE:4534-S,RTONE,ATAC,IDF,4534 SAINTDENIS,4534-S,4534-s,10.47.248.154,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT5,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02U6FUA2,BVPN - Corporate 1024,VPO0007,0022835893
DI:ATAC.ZI:X.RTONE:4541-N,RTONE,ATAC,LIL,4541MARQUETTE,4541-N,4541-n,10.48.106.24,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03PXBCC4,BVPN - Corporate 512,VPO0007,0023025835
DI:ATAC.ZI:X.RTONE:4541-S,RTONE,ATAC,LIL,4541MARQUETTE,4541-S,4541-s,10.33.20.156,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD03PXBCC4,BVPN - Corporate 512,VPO0007,0023025835
DI:ATAC.ZI:X.RTONE:A2PAS,RTONE,ATAC,FRANCHISE,A2PAS MENILMONTANT,A2PAS,a2pas,10.44.205.198,,,,,,,,,CE,,CEDRE,one-access,V4.2R5E2_FT13F,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01U5H9F8,BVPN - Corporate 512,VPO0007,0022575265
DI:ATAC.ZI:X.RTONE:A2PAS-S,RTONE,ATAC,FRANCHISE,A2PAS MENILMONTANT,A2PAS-S,a2pas-s,10.46.246.117,,,,,,,,,CE,,CEDRE,one-access,V4.2R5E2_FT13F,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01U5H9F8,BVPN - Corporate 512,VPO0007,0022575265
DI:ATAC.ZI:X.RTONE:A2PASBRIE-N,RTONE,ATAC,FRANCHISE,A2PAS LA QUEUE EN B-,A2PASBRIE-N,a2pasBRIE-n,10.44.226.28,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02HPW192,BVPN - Corporate 512,VPO0007,0022758018
DI:ATAC.ZI:X.RTONE:A2PASBRIE-S,RTONE,ATAC,FRANCHISE,A2PAS LA QUEUE EN B-,A2PASBRIE-S,a2pasBRIE-s,10.47.248.34,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02HPW192,BVPN - Corporate 512,VPO0007,0022758018
DI:ATAC.ZI:X.RTONE:ATACNOMINAL,RTONE,ATAC,INTERNET,JOUY EN JOSAS_2,ATACNOMINAL,ATACnominal,195.6.48.130,,,,,,,,,CE,,CEDRE,one-access,V4-3R4E25_FT5_T3,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01H24M9D,Business Internet Ext. 10240,BIE0005,0022494098
DI:ATAC.ZI:X.RTONE:ATACSECOURS,RTONE,ATAC,INTERNET,JOUY EN JOSAS_2,ATACSECOURS,ATACsecours,195.6.41.27,,,,,,,,,CE,,CEDRE,one-access,V4-3R4E25_FT5_T3,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01DZALEF,Business Internet Ext. 10240,BIE0005,0022464373
DI:ATAC.ZI:X.RTONE:ATE-DC01,RTONE,ATAC,PRESTATAIR,AVENIR TELEMATIQUE,ATE-DC01,ate-dc01,10.46.37.221,,,,,,,,,CE,,CEDRE,one-access,V4.2R5E2_FT13F,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01EKNS95,BVPN - Corporate 10240,VPO0005,0022472429
DI:ATAC.ZI:X.RTONE:ATE-DC03,RTONE,ATAC,PRESTATAIR,AVENIR TELEMATIQUE,ATE-DC03,ate-dc03,10.43.196.108,,,,,,,,,CE,,CEDRE,one-access,V4.2R5E2_FT13F,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01EKQ6F0,BVPN - Corporate 10240,VPO0005,0022472450
DI:ATAC.ZI:X.RTONE:ATOS-AUBER,RTONE,ATAC,PRESTATAIR,ATOS AUBER,ATOS-AUBER,atos-auber,10.45.74.89,,,,,,,,,CE,,CEDRE,one-access,V4.2R5E2_FT18H,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01XWH9B4,BVPN - Corporate 2048,VPO0002,0022605141
DI:ATAC.ZI:X.RTONE:ATOS-CROISSY,RTONE,ATAC,PRESTATAIR,ATOS CROISSY,ATOS-CROISSY,atos-croissy,10.48.130.237,,,,,,,,,CE,,CEDRE,one-access,V4.2R5E2_FT18H,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01XWJ3BE,BVPN - Corporate 2048,VPO0002,0022605137
DI:ATAC.ZI:X.RTONE:BPROCESS,RTONE,ATAC,PRESTATAIR,B PROCESS,BPROCESS,bprocess,10.45.74.180,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02D11LAA,BVPN - Corporate 2048,VPO0007,0022726415
DI:ATAC.ZI:X.RTONE:BPROCESS-S,RTONE,ATAC,PRESTATAIR,B PROCESS,BPROCESS-S,bprocess-s,10.115.147.238,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E17_FT2,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02D11LAA,BVPN - Corporate 2048,VPO0007,0022726415
DI:ATAC.ZI:X.RTONE:ID-LOGISTICS-N,RTONE,ATAC,PRESTATAIR,ID LOGISTICS,ID_LOGISTICS-N,id-logistics-n,10.48.24.248,,,,,,,,,CE,,CEDRE,one-access,V4.2R5E2_FT18H,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02383R87,BVPN - Corporate 512,VPO0007,0022650695
DI:ATAC.ZI:X.RTONE:ID-LOGISTICS-S,RTONE,ATAC,PRESTATAIR,ID LOGISTICS,ID_LOGISTICS-S,id-logistics-s,10.115.146.166,,,,,,,,,CE,,CEDRE,one-access,V4.2R5E2_FT18H,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02383R87,BVPN - Corporate 512,VPO0007,0022650695
DI:ATAC.ZI:X.RTONE:METI-N,RTONE,ATAC,PRESTATAIR,METI SA,METI-N,meti-n,10.48.111.96,,,,,,,,,CE,,CEDRE,one-access,V4.2R5E2_FT18D,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01JT6RD5,BVPN - Corporate 2048,VPO0012,0022507581
DI:ATAC.ZI:X.RTONE:METI-S,RTONE,ATAC,PRESTATAIR,METI SA,METI-S,meti-s,10.41.49.227,,,,,,,,,CE,,CEDRE,one-access,V4.2R5E2_FT18D,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01JT6RD5,BVPN - Corporate 2048,VPO0012,0022507581
DI:ATAC.ZI:X.RTONE:STRAS-BNEW,RTONE,ATAC,ENTREPOTS,STRASBOURG MONDIA,STRAS-BNEW,stras-bNEW,10.48.186.175,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD023ZR5AF,BVPN - Corporate 2696,VPO0012,0022657348
DI:ATAC.ZI:X.RTONE:STRAS-NNEW,RTONE,ATAC,ENTREPOTS,STRASBOURG MONDIA,STRAS-NNEW,stras-nNEW,10.48.185.47,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD023ZR5AF,BVPN - Corporate 2696,VPO0012,0022657348
DI:ATAC.ZI:X.RTONE:VIROFLAY-BNEW,RTONE,ATAC,ENTREPOTS,CA VIROFLAY,VIROFLAY-BNEW,viroflay-bNEW,10.42.57.88,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9A,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026BHY93,BVPN - Corporate 4778,VPO0012,0022676186
DI:ATAC.ZI:X.RTONE:VIROFLAY-NNEW,RTONE,ATAC,ENTREPOTS,CA VIROFLAY,VIROFLAY-NNEW,viroflay-nNEW,10.48.79.193,,,,,,,,,CE,,CEDRE,one-access,V4.3R4E25_FT9,,,0,one-access,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026BHY93,BVPN - Corporate 4778,VPO0012,0022676186
DI:ATAC.ZI:X.RTSNMP:1040-S,RTSNMP,ATAC,MAG_EST,1040 ST AMARIN NEW,1040-S,1040-s,10.47.92.158,,,,,,,,,CE,,CEDRE,bintec,V.7.5 Rev. 7  Patch 4  IPSec,,,0,bintec,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD016LFL9D,BVPN - Corporate 512,VPO0007,0022396013
DI:ATAC.ZI:X.RTSNMP:1357-S,RTSNMP,ATAC,MAG_SUD,1357_LYON FELIX,1357-S,1357-s,10.47.100.2,,,,,,,,,CE,,CEDRE,bintec,V.7.5 Rev. 7  Patch 6  IPSec,,,0,bintec,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD018D7RB3,BVPN - Corporate 512,VPO0007,0022417147
DI:ATAC.ZI:X.RTSNMP:4084,RTSNMP,ATAC,FRANCHISE,04084 GAGO PARIS,4084,4084,10.46.150.194,,,,,FRA,FRANCE,,,CE,,SATIN,bintec,V.7.5 Rev. 7  Patch 4  IPSec,,,0,bintec,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.RTSNMP:4507,RTSNMP,ATAC,MAG_NORD,4507 CHARMES,4507,4507,10.40.70.9,,,,,FRA,FRANCE,,,CE,,SATIN,bintec,V.7.4 Rev. 8  Patch 8  IPSec,,,0,bintec,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:A2PAS-B,SWCAT,ATAC,MAG_OUEST,A2PAS MENILMONTANT,A2PAS-B,a2pas-b,10.41.164.234,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2 50 SE3,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:A2PAS-M,SWCAT,ATAC,MAG_OUEST,A2PAS MENILMONTANT,A2PAS-M,a2pas-m,10.41.164.235,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2 44 SE2,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:A2PASBRI-B,SWCAT,ATAC,MAG_OUEST,A2PAS LA QUEUE EN B-,A2PASBRI-B,a2pasBRI-b,10.44.226.29,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2 50 SE3,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:A2PASBRIE-M,SWCAT,ATAC,MAG_OUEST,A2PAS LA QUEUE EN B-,A2PASBRIE-M,a2pasBRIE-m,10.44.226.30,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2 50 SE3,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1001,SWCAT,ATAC,MAG_OUEST,1001 ANTONY RESID,B1001,b1001,10.43.209.37,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1002,SWCAT,ATAC,MAG_EST,1002 WISSEMBOURG,B1002,b1002,10.43.210.21,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1003,SWCAT,ATAC,MAG_EST,1003 STR CRONENB,B1003,b1003,10.42.237.229,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1004,SWCAT,ATAC,MAG_EST,1004 STR NEUDORF,B1004,b1004,10.42.237.181,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1005,SWCAT,ATAC,MAG_EST,1005 STR MONTAGNE,B1005,b1005,10.42.237.185,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1 13 EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1005BIS,SWCAT,ATAC,MAG_EST,1005 STR MONTAGNE,B1005BIS,b1005bis,10.42.237.71,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2 50 SE3,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1006,SWCAT,ATAC,MAG_EST,1006 MEINAU,B1006,b1006,10.44.173.201,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1009,SWCAT,ATAC,MAG_EST,1009 STR LEICESTER,B1009,b1009,10.42.85.217,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1009BIS,SWCAT,ATAC,MAG_EST,1009 STR LEICESTER,B1009BIS,b1009bis,10.42.85.219,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1 13 EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1010,SWCAT,ATAC,MAG_EST,1010 STR PORTE FR,B1010,b1010,10.44.173.5,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1011,SWCAT,ATAC,MAG_EST,1011 HAGUENEAU,B1011,b1011,10.42.85.177,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1 13 EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1015,SWCAT,ATAC,MAG_EST,1015 STR ORANGERIE,B1015,b1015,10.44.173.21,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1017,SWCAT,ATAC,MAG_EST,1017 MARLENHIEM,B1017,b1017,10.48.188.217,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1017BIS,SWCAT,ATAC,MAG_EST,1017 MARLENHIEM2,B1017BIS,b1017bis,10.48.188.220,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2 25 SED,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1017TER,SWCAT,ATAC,MAG_EST,1017 MARLENHIEM2,B1017TER,b1017ter,10.48.188.219,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2(25)SED,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1019BIS,SWCAT,ATAC,MAG_EST,1019_MUTZIG,B1019BIS,b1019bis,10.48.5.99,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2 50 SE3,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1024,SWCAT,ATAC,MAG_EST,1024 STR KLEBER,B1024,b1024,10.42.237.189,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1025,SWCAT,ATAC,MAG_EST,1025 STR HALLES,B1025,b1025,10.42.237.193,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1025BIS,SWCAT,ATAC,MAG_EST,1025 STR HALLES,B1025BIS,b1025bis,10.42.237.195,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1026,SWCAT,ATAC,MAG_EST,1026 METZ PLANTIERES,B1026,b1026,10.43.237.69,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1027,SWCAT,ATAC,MAG_OUEST,1027 ST AVERTIN,B1027,b1027,10.42.143.109,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1027BIS,SWCAT,ATAC,MAG_OUEST,1027 ST AVERTIN,B1027BIS,b1027bis,10.42.143.111,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1028,SWCAT,ATAC,MAG_EST,1028 OBERNAI,B1028,b1028,10.42.85.185,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1 13 EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1028BIS,SWCAT,ATAC,MAG_EST,1028 OBERNAI,B1028BIS,b1028bis,10.42.85.187,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2(25)SED,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1028TER,SWCAT,ATAC,MAG_EST,1028 OBERNAI,B1028TER,b1028ter,10.45.18.8,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2 25 SED,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1031,SWCAT,ATAC,MAG_EST,1031 STR KIENTZHEIM,B1031,b1031,10.42.85.201,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1032-NEW,SWCAT,ATAC,MAG_EST,1032 SAVERNE,B1032-NEW,b1032-NEW,10.42.237.175,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2 25 SED,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1033,SWCAT,ATAC,MAG_EST,1033 THIONVILLE,B1033,b1033,10.42.228.217,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1034,SWCAT,ATAC,MAG_SUD,1034 COURNON DOMES,B1034,b1034,10.43.186.229,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1 13 EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1035,SWCAT,ATAC,MAG_SUD,1035 CLERMONT JACQU,B1035,b1035,10.48.210.201,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1036,SWCAT,ATAC,MAG_EST,1036 DORNACH,B1036,b1036,10.42.144.145,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1038,SWCAT,ATAC,MAG_EST,1038 COLMAR,B1038,b1038,10.42.144.153,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1 13 EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1039,SWCAT,ATAC,MAG_EST,1039 METZ ST JACQUES,B1039,b1039,10.43.237.37,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1040-NEW,SWCAT,ATAC,MAG_EST,1040 ST AMARIN SW,B1040-NEW,b1040-new,10.113.109.32,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2 44 SE2,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:B1041,SWCAT,ATAC,MAG_EST,1041 HAGUENEAU CHATE,B1041,b1041,10.44.173.37,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
