##v1.0##
#family,reference,subtype,domain,cosType
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMARNE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMARNE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMARNE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMARTINIQUE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMARTINIQUE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMARTINIQUE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMARTINIQUE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMONTAUBAN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMONTAUBAN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMONTAUBAN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMONTAUBAN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMONTELIMAR-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMONTELIMAR-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMONTELIMAR-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMONTPELIER-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMONTELIMAR-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMONTPELIER-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMONTPELIER-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMONTPELIER-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMOULINSMZ-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMOULINSMZ-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMOULINSMZ-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPNANCY-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMOULINSMZ-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPNANCY-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPNANCY-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPNANTES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPNANTES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPNANTES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPNANTES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPNICE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPNICE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPNICE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPORLEANS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPNICE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPORLEANS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPORLEANS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPORLEANS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPPACAC-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPPACAC-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPPAU-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPPACAC-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPPAU-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPPAU-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPPERPIGNAN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPPAU-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPPERPIGNAN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPPERPIGNAN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPREUNIONNE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPPERPIGNAN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPREUNIONNE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPREUNIONNE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPREUNIONNO-2-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPREUNIONNE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPREUNIONNO-2-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPREUNIONNO-2-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPROCHELLE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPREUNIONNO-2-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPROCHELLE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPROCHELLE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPROUEN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPROCHELLE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPROUEN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPROUEN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPSTBRIEUC-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPROUEN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPSTBRIEUC-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPSTNAZAIRE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPSTBRIEUC-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPSTNAZAIRE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPSTNAZAIRE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPSTVIT-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPSTNAZAIRE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPSTVIT-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPSTVIT-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPTARBES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPSTVIT-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPTARBES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPTARBES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPTOULON-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPTARBES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPTOULON-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPTOULON-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPVANNES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPTOULON-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPVANNES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPVANNES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPVENDEE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPVANNES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPVENDEE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPVERSAILLES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPVENDEE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPVERSAILLES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPVERSAILLES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPVERSAILLES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LACIOTATBOURO-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LACIOTATBOURO-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LAROCHELLEDUR-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LACIOTATBOURO-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LAROCHELLEDUR-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LAROCHELLEDUR-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LAROCHELLEDUR-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LEHAVREFOCH-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LEHAVREFOCH-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LEHAVREFOCH-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LILLEFAIDHERBE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LILLEFAIDHERBE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LILLEFAIDHERBE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LILLEFAIDHERBE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LIMOGESHUGO-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LIMOGESHUGO-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LIMOGESHUGO-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.LIMOGESHUGO-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MARNELAVALLEE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MARNELAVALLEE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MARNELAVALLEE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MARNELAVALLEE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MARSEILLECANTI-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MARSEILLECANTI-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MARSEILLECANTI-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MARSEILLECANTI-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MAZAMETRIVES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MAZAMETRIVES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MAZAMETRIVES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MAZAMETRIVES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MEFARRAS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MEFARRAS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MEFARRAS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MEFARRAS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MELUNTHIERS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MELUNTHIERS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MELUNTHIERS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MELUNTHIERS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.METZCHAPLERUE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.METZCHAPLERUE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.METZCHAPLERUE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.METZCHAPLERUE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MIPOSLYON-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MIPOSLYON-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MIPOSLYON-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MIPOSLYON-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MONTMARSANCAN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MONTMARSANCAN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MONTMARSANCAN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MONTMARSANCAN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MONTPELLIERANT-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MONTPELLIERANT-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MONTPELLIERANT-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MONTPELLIERANT-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MONTPELLIERBEC-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MONTPELLIERBEC-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MONTPELLIERBEC-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MONTPELLIERBEC-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MONTPELLIEREIN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MONTPELLIEREIN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MONTPELLIEREIN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MONTPELLIEREIN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MULHOUSESCHUM-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.MULHOUSESCHUM-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NANCYSTLEON-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NANCYSTLEON-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NANCYSTLEON-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NANCYSTLEON-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NANTESHERRIOT-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NANTESHERRIOT-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NANTESHERRIOT-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NANTESHERRIOT-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NANTESSTRASB-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NANTESSTRASB-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NANTESSTRASB-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NANTESSTRASB-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NEVERSHOCHE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NEVERSHOCHE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NEVERSHOCHE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NEVERSHOCHE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NICEANGLETERRE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NICEANGLETERRE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NICEANGLETERRE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NICEANGLETERRE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NICEBERLIOZ-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NICEBERLIOZ-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NICEBERLIOZ-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NICEBERLIOZ-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NICEGIOFFREDO-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NICEGIOFFREDO-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NICEGIOFFREDO-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NICEGIOFFREDO-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NIMESCOURBET-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NIMESCOURBET-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NIMESCOURBET-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.NIMESCOURBET-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ORLEANSRECOUV-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ORLEANSRECOUV-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ORLEANSRECOUV-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ORLEANSRECOUV-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PARISALESIA-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PARISALESIA-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PARISALESIA-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PARISALESIA-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PARISENTREPRE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PARISENTREPRE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PARISENTREPRE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PARISENTREPRE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PARISWAGRAM-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PARISWAGRAM-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PARISWAGRAM-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PARISWAGRAM-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PAUJOFFRE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PAUJOFFRE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PAUJOFFRE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PAUJOFFRE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PERIGUEUXDAUM-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PERIGUEUXDAUM-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PERIGUEUXDAUM-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PERIGUEUXDAUM-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PERPIGNANGAULL-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PERPIGNANGAULL-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PERPIGNANGAULL-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.PERPIGNANGAULL-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.POITIERSMEDARD-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.POITIERSMEDARD-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.POITIERSMEDARD-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.POITIERSMEDARD-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.POITIERSPORCH-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.POITIERSPORCH-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.POITIERSPORCH-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.POITIERSPORCH-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.QUIMPERDUPLEIX-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.QUIMPERDUPLEIX-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.QUIMPERDUPLEIX-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.QUIMPERDUPLEIX-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.REIMSPAIX-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.REIMSPAIX-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.REIMSPAIX-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.REIMSPAIX-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.REIMSPINGAT-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.REIMSPINGAT-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.REIMSPINGAT-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.REIMSPINGAT-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ROUENSTMARC-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ROUENSTMARC-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ROUENSTMARC-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ROUENSTMARC-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.SETEMOCH-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.SETEMOCH-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.SETEMOCH-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.SETEMOCH-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.STBRIEUCVINC-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.STBRIEUCVINC-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.STBRIEUCVINC-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.STBRIEUCVINC-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.STETIENNEVIOL-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.STETIENNEVIOL-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.STETIENNEVIOL-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.STETIENNEVIOL-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.STQUENTINZOLA-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.STQUENTINZOLA-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.STQUENTINZOLA-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.STQUENTINZOLA-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.SURAVENIRNANTE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.SURAVENIRNANTE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.SURAVENIRNANTE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.SURAVENIRNANTE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.SYGEPREVDENIS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.SYGEPREVDENIS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.SYGEPREVDENIS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.TELINDUSULIS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.TELINDUSULIS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.TELINDUSULIS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.TELINDUSULIS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.TOULONPICOT-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.TOULONPICOT-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.TOULONPICOT-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.TOULONPICOT-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.TOULOUSE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.TOULOUSE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.TOULOUSE-S.A0.8-35,L,,0
