##v1.0##
FDN,OBJECT_TYPE,EQT_FDN,DOMAIN,ZONE,SITE,NAME,MNEMO,COMMENTARY,IP_ADDRESS,CIAL_TYPE,CIAL_PRIMARY,CIAL_PROTOCOL,CIAL_PE_NAME,CIAL_ACCESS_TYPE_NETWORK,CIAL_TAIL_CIRCUIT_BWD_UP,CIAL_TAIL_CIRCUIT_BWD_DOWN,CIAL_SOLD_BWD,SRV_STAT_DATA,SRV_LOAD_MAX_UP_SLA,SRV_LOAD_MAX_DOWN_SLA,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:AREVA.ZI:X.SWCAT:NC-LAHAGUE-MAN.L:FE1/0/12,LAN,DI:AREVA.ZI:X.SWCAT:NC-LAHAGUE-MAN,AREVA,AREVA_NC,AREVA NC LA HAGUE,FE1/0/12,nc-lahague-man-FE1/0/12,,,,,,,,,,,N,,,,,,
DI:AREVA.ZI:X.SWCAT:NC-LAHAGUE-MAN.L:FE1/0/13,LAN,DI:AREVA.ZI:X.SWCAT:NC-LAHAGUE-MAN,AREVA,AREVA_NC,AREVA NC LA HAGUE,FE1/0/13,nc-lahague-man-FE1/0/13,,,,,,,,,,,N,,,,,,
DI:AREVA.ZI:X.SWCAT:NC-LAHAGUE-MAN.L:FE1/0/14,LAN,DI:AREVA.ZI:X.SWCAT:NC-LAHAGUE-MAN,AREVA,AREVA_NC,AREVA NC LA HAGUE,FE1/0/14,nc-lahague-man-FE1/0/14,,,,,,,,,,,N,,,,,,
DI:AREVA.ZI:X.SWCAT:NC-LAHAGUE-MAN.L:FE1/0/20,LAN,DI:AREVA.ZI:X.SWCAT:NC-LAHAGUE-MAN,AREVA,AREVA_NC,AREVA NC LA HAGUE,FE1/0/20,nc-lahague-man-FE1/0/20,-- interface point to point vers la Saline --,,,,,,,,,,N,,,,,,
DI:AREVA.ZI:X.SWCAT:NC-LAHAGUE-MAN.L:FE1/0/47,LD_LAN,DI:AREVA.ZI:X.SWCAT:NC-LAHAGUE-MAN,AREVA,AREVA_NC,AREVA NC LA HAGUE,FE1/0/47,nc-lahague-man-FE1/0/47,---- rocade vers 353931010R137 ----,,,,,,,,,,Y,,,,,,
DI:AREVA.ZI:X.SWCAT:NC-LAHAGUE-MAN.L:FE1/0/48,LR_LAN,DI:AREVA.ZI:X.SWCAT:NC-LAHAGUE-MAN,AREVA,AREVA_NC,AREVA NC LA HAGUE,FE1/0/48,nc-lahague-man-FE1/0/48,--- Connexion vers RAD ---,,,,,,,,,,Y,,,,,,
DI:AREVA.ZI:X.SWCAT:NP-STMARCEL-DEP.L:FE1/0/48,LAN,DI:AREVA.ZI:X.SWCAT:NP-STMARCEL-DEP,AREVA,AREVA_NPF,NP-FR-SAINT MARCEL,FE1/0/48,np-stmarcel-dep-FE1/0/48,--- vers areva-ffr-chalon-dep (0019RHC1) ---,10.1.45.225,,,,,,,,,N,,,,,,
DI:AREVA.ZI:X.SWCAT:NP-STMARCEL-DEP.L:GE1/0/1,LAN,DI:AREVA.ZI:X.SWCAT:NP-STMARCEL-DEP,AREVA,AREVA_NPF,NP-FR-SAINT MARCEL,GE1/0/1,np-stmarcel-dep-GE1/0/1,---- rocade vers 353932020R038 ----,,,,,,,,,,N,,,,,,
DI:AREVA.ZI:X.SWCAT:NP-STMARCEL-DEP.L:GE1/0/2,LAN,DI:AREVA.ZI:X.SWCAT:NP-STMARCEL-DEP,AREVA,AREVA_NPF,NP-FR-SAINT MARCEL,GE1/0/2,np-stmarcel-dep-GE1/0/2,--- vers coeur secondaire Areva ---,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1001.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1001,ATAC,MAG_OUEST,1001 ANTONY RESID,ATM0/0,1001-ATM0/0,Vers CLB12 ATM1/0/1.348,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1001.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1001,ATAC,MAG_OUEST,1001 ANTONY RESID,BRI0/0,1001-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1001.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1001,ATAC,MAG_OUEST,1001 ANTONY RESID,FE0/0,1001-FE0/0,--- LAN CLIENT ---,172.20.22.1,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1002.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1002,ATAC,MAG_EST,1002 WISSEMBOURG,ATM0/0,1002-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1002.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1002,ATAC,MAG_EST,1002 WISSEMBOURG,BRI0/0,1002-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1002.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1002,ATAC,MAG_EST,1002 WISSEMBOURG,FE0/0,1002-FE0/0,--- LAN CLIENT ---,172.20.76.1,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1003.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1003,ATAC,MAG_EST,1003 STR CRONENB,ATM0/0,1003-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1003.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1003,ATAC,MAG_EST,1003 STR CRONENB,BRI0/0,1003-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1003.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1003,ATAC,MAG_EST,1003 STR CRONENB,FE0/0,1003-FE0/0,--- LAN CLIENT ---,172.20.69.129,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1004.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1004,ATAC,MAG_EST,1004 STR NEUDORF,ATM0/0,1004-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1004.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1004,ATAC,MAG_EST,1004 STR NEUDORF,BRI0/0,1004-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1004.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1004,ATAC,MAG_EST,1004 STR NEUDORF,FE0/0,1004-FE0/0,--- LAN CLIENT ---,172.20.56.65,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1005.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1005,ATAC,MAG_EST,1005 STR MONTAGNE,ATM0/0,1005-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1005.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1005,ATAC,MAG_EST,1005 STR MONTAGNE,BRI0/0,1005-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1005.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1005,ATAC,MAG_EST,1005 STR MONTAGNE,FE0/0,1005-FE0/0,--- LAN CLIENT ---,172.20.53.129,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1006.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1006,ATAC,MAG_EST,1006 MEINAU,ATM0/0,1006-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1006.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1006,ATAC,MAG_EST,1006 MEINAU,BRI0/0,1006-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1006.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1006,ATAC,MAG_EST,1006 MEINAU,FE0/0,1006-FE0/0,--- LAN CLIENT ---,172.20.69.193,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1009.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1009,ATAC,MAG_EST,1009 STR LEICESTER,ATM0/0,1009-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1009.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1009,ATAC,MAG_EST,1009 STR LEICESTER,BRI0/0,1009-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1009.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1009,ATAC,MAG_EST,1009 STR LEICESTER,FE0/0,1009-FE0/0,--- LAN CLIENT ---,172.20.76.193,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1010.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1010,ATAC,MAG_EST,1010 STR PORTE FR,ATM0/0,1010-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1010.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1010,ATAC,MAG_EST,1010 STR PORTE FR,BRI0/0,1010-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1010.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1010,ATAC,MAG_EST,1010 STR PORTE FR,FE0/0,1010-FE0/0,--- LAN CLIENT ---,172.20.71.1,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1011.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1011,ATAC,MAG_EST,1011 HAGUENEAU,ATM0/0,1011-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1011.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1011,ATAC,MAG_EST,1011 HAGUENEAU,BRI0/0,1011-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1011.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1011,ATAC,MAG_EST,1011 HAGUENEAU,FE0/0,1011-FE0/0,--- LAN CLIENT ---,172.20.41.193,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1015.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1015,ATAC,MAG_EST,1015 STR ORANGERIE,ATM0/0,1015-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1015.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1015,ATAC,MAG_EST,1015 STR ORANGERIE,BRI0/0,1015-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1015.L:FE0/0,LAN,DI:ATAC.ZI:X.RTCIS:1015,ATAC,MAG_EST,1015 STR ORANGERIE,FE0/0,1015-FE0/0,--- LAN CLIENT ---,172.20.70.1,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1017.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1017,ATAC,MAG_EST,1017 MARLENHIEM,ATM0/0,1017-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1017.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1017,ATAC,MAG_EST,1017 MARLENHIEM,BRI0/0,1017-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1017.L:FE0/0,LAN,DI:ATAC.ZI:X.RTCIS:1017,ATAC,MAG_EST,1017 MARLENHIEM,FE0/0,1017-FE0/0,--- LAN CLIENT ---,172.20.85.193,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1018.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1018,ATAC,MAG_EST,1018 FORBACH,ATM0/0,1018-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1018.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1018,ATAC,MAG_EST,1018 FORBACH,BRI0/0,1018-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1018.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1018,ATAC,MAG_EST,1018 FORBACH,FE0/0,1018-FE0/0,--- LAN CLIENT ---,172.20.29.65,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1024.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1024,ATAC,MAG_EST,1024 STR KLEBER,ATM0/0,1024-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1024.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1024,ATAC,MAG_EST,1024 STR KLEBER,BRI0/0,1024-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1024.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1024,ATAC,MAG_EST,1024 STR KLEBER,FE0/0,1024-FE0/0,--- LAN CLIENT ---,172.20.70.193,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1025.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1025,ATAC,MAG_EST,1025 STR HALLES,ATM0/0,1025-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1025.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1025,ATAC,MAG_EST,1025 STR HALLES,BRI0/0,1025-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1025.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1025,ATAC,MAG_EST,1025 STR HALLES,FE0/0,1025-FE0/0,--- LAN CLIENT ---,172.20.77.1,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1026.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1026,ATAC,MAG_EST,1026 METZ PLANTIERES,ATM0/0,1026-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1026.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1026,ATAC,MAG_EST,1026 METZ PLANTIERES,BRI0/0,1026-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1026.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1026,ATAC,MAG_EST,1026 METZ PLANTIERES,FE0/0,1026-FE0/0,--- LAN CLIENT ---,172.20.51.129,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1027.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1027,ATAC,MAG_OUEST,1027 ST AVERTIN,ATM0/0,1027-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1027.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1027,ATAC,MAG_OUEST,1027 ST AVERTIN,BRI0/0,1027-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1027.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1027,ATAC,MAG_OUEST,1027 ST AVERTIN,FE0/0,1027-FE0/0,--- LAN CLIENT ---,172.20.115.129,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1028.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1028,ATAC,MAG_EST,1028 OBERNAI,ATM0/0,1028-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1028.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1028,ATAC,MAG_EST,1028 OBERNAI,BRI0/0,1028-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1028.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1028,ATAC,MAG_EST,1028 OBERNAI,FE0/0,1028-FE0/0,--- LAN CLIENT ---,172.20.57.1,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1031.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1031,ATAC,MAG_EST,1031 STR KIENTZHEIM,ATM0/0,1031-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1031.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1031,ATAC,MAG_EST,1031 STR KIENTZHEIM,BRI0/0,1031-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1031.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1031,ATAC,MAG_EST,1031 STR KIENTZHEIM,FE0/0,1031-FE0/0,--- LAN CLIENT ---,172.20.44.1,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1032.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1032,ATAC,MAG_EST,1032 SAVERNE,ATM0/0,1032-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1032.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1032,ATAC,MAG_EST,1032 SAVERNE,BRI0/0,1032-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1032.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1032,ATAC,MAG_EST,1032 SAVERNE,FE0/0,1032-FE0/0,--- LAN CLIENT ---,172.20.63.65,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1033.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1033,ATAC,MAG_EST,1033 THIONVILLE,ATM0/0,1033-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1033.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1033,ATAC,MAG_EST,1033 THIONVILLE,BRI0/0,1033-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1033.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1033,ATAC,MAG_EST,1033 THIONVILLE,FE0/0,1033-FE0/0,--- LAN CLIENT ---,172.20.73.65,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1034.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1034,ATAC,MAG_SUD,1034 COURNON DOMES,ATM0/0,1034-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1034.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1034,ATAC,MAG_SUD,1034 COURNON DOMES,BRI0/0,1034-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1034.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1034,ATAC,MAG_SUD,1034 COURNON DOMES,FE0/0,1034-FE0/0,--- LAN CLIENT ---,172.20.34.193,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1035.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1035,ATAC,MAG_SUD,1035 CLERMONT JACQU,ATM0/0,1035-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1035.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1035,ATAC,MAG_SUD,1035 CLERMONT JACQU,BRI0/0,1035-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1035.L:FE0/0,LAN,DI:ATAC.ZI:X.RTCIS:1035,ATAC,MAG_SUD,1035 CLERMONT JACQU,FE0/0,1035-FE0/0,*** LAN CLIENT ***,172.20.67.1,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1036.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1036,ATAC,MAG_EST,1036 DORNACH,ATM0/0,1036-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1036.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1036,ATAC,MAG_EST,1036 DORNACH,BRI0/0,1036-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1036.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1036,ATAC,MAG_EST,1036 DORNACH,FE0/0,1036-FE0/0,--- LAN CLIENT ---,172.20.36.1,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1038.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1038,ATAC,MAG_EST,1038 COLMAR,ATM0/0,1038-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1038.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1038,ATAC,MAG_EST,1038 COLMAR,BRI0/0,1038-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1038.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1038,ATAC,MAG_EST,1038 COLMAR,FE0/0,1038-FE0/0,--- LAN CLIENT ---,172.20.33.65,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1039.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1039,ATAC,MAG_EST,1039 METZ ST JACQUES,ATM0/0,1039-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1039.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1039,ATAC,MAG_EST,1039 METZ ST JACQUES,BRI0/0,1039-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1039.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1039,ATAC,MAG_EST,1039 METZ ST JACQUES,FE0/0,1039-FE0/0,--- LAN CLIENT ---,172.20.51.193,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1041.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1041,ATAC,MAG_EST,1041 HAGUENEAU CHATE,ATM0/0,1041-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1041.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1041,ATAC,MAG_EST,1041 HAGUENEAU CHATE,BRI0/0,1041-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1041.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1041,ATAC,MAG_EST,1041 HAGUENEAU CHATE,FE0/0,1041-FE0/0,--- LAN CLIENT ---,172.20.42.1,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1042.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1042,ATAC,MAG_EST,1042 METZ WOIPPY,ATM0/0,1042-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1042.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1042,ATAC,MAG_EST,1042 METZ WOIPPY,BRI0/0,1042-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1042.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1042,ATAC,MAG_EST,1042 METZ WOIPPY,FE0/0,1042-FE0/0,--- LAN CLIENT ---,172.20.52.1,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1043.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1043,ATAC,MAG_EST,1043 ST LOUIS,ATM0/0,1043-ATM0/0,Vers MUL4 ATM2/0/0.418,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1043.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1043,ATAC,MAG_EST,1043 ST LOUIS,BRI0/0,1043-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1043.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1043,ATAC,MAG_EST,1043 ST LOUIS,FE0/0,1043-FE0/0,--- LAN CLIENT ---,172.20.67.65,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1044.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1044,ATAC,MAG_EST,1044 SCHILTIGHEIM,ATM0/0,1044-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1044.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1044,ATAC,MAG_EST,1044 SCHILTIGHEIM,BRI0/0,1044-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1044.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1044,ATAC,MAG_EST,1044 SCHILTIGHEIM,FE0/0,1044-FE0/0,--- LAN CLIENT ---,172.20.64.1,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1045.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1045,ATAC,MAG_EST,1045 STR ROBERTSAU,ATM0/0,1045-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1045.L:BRI0/0,LA_RNIS,DI:ATAC.ZI:X.RTCIS:1045,ATAC,MAG_EST,1045 STR ROBERTSAU,BRI0/0,1045-BRI0/0,,,,,,,,,,,N,,,,,,
DI:ATAC.ZI:X.RTCIS:1045.L:FE0/0,LD_LAN,DI:ATAC.ZI:X.RTCIS:1045,ATAC,MAG_EST,1045 STR ROBERTSAU,FE0/0,1045-FE0/0,--- LAN CLIENT ---,172.20.61.1,,,,,,,,,Y,,,,,,
DI:ATAC.ZI:X.RTCIS:1046.L:ATM0/0,LR,DI:ATAC.ZI:X.RTCIS:1046,ATAC,MAG_EST,1046 MERLEBACH,ATM0/0,1046-ATM0/0,Vers  ,,,,,,,,,,Y,,,,IP-VPN ADSL,ZVAD,
