##v1.0##
FDN,OBJECT_TYPE,EQT_FDN,ITF_FDN,DOMAIN,ZONE,SITE,NAME,MNEMO,VPN,ITF_IP_ADDRESS,SRV_SENSOR_PARAM_SERVICE,SRV_SENSOR_TYPE,AVG_BWD_IN,MAX_BWD_IN,AVG_BWD_OUT,MAX_BWD_OUT,ACCESS_DSL_TYPE,CIAL_TAIL_CIRCUIT_BWD_UP,CIAL_TAIL_CIRCUIT_BWD_DOWN,CIAL_INTRANET_BWD,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:ATM2/0.N:0-63,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-63,SUBVPN CAPGEMINIA2ANET,,,V,STAT_CDV,30000,30000,30000,30000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:ATM2/0.N:0-64,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-64,SUBVPN CORUSUKI,,,V,STAT_CDV,256,256,256,256,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:ATM2/0.N:0-65,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-65,SUBVPN FSAUKI,,,V,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:ATM2/0.N:0-73,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-73,SUBVPN IPO2UKI,,,V,STAT_CDV,256,256,256,256,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:ATM2/0.N:0-76,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-76,SUBVPN DDCUKI,,,V,STAT_CDV,16000,16000,16000,16000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:ATM2/0.N:0-83,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-83,SUBVPN CENTUKI,,,V,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:ATM2/0.N:0-84,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-84,SUBVPN TNTUKI,,,V,STAT_CDV,256,256,256,256,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/0.N:10,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,10,LAN CAPGEMINIA2ANET,,,VL,STAT_CDV,30000,30000,30000,30000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/0.N:101,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,101,LINK TO PBHX1030,,,VL,STAT_CDV,0,0,0,0,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/1.N:102,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,102,LAN TNTUKI,,,VL,STAT_CDV,256,256,256,256,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/1.N:113,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,113,LAN CENTUKI,,,VL,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/1.N:17,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,17,LAN IPO2UKI,,,VL,STAT_CDV,256,256,256,256,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/1.N:18,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,18,LAN CORUSUKI,,,VL,STAT_CDV,256,256,256,256,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/1.N:30,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,30,LAN EAEARSUKI,,,VL,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/1.N:51,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,51,LAN FSAUKI,,,VL,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/1.N:930,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,930,LAN INTERNET,,,VL,STAT_CDV,6000,6000,6000,6000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/1.N:99,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBHX540-CONTROLNET.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,99,LAN DDCUKI,,,VL,STAT_CDV,16000,16000,16000,16000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0.N:0-41,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-41,SUBVPN CORUSUKI,,,V,STAT_CDV,256,256,256,256,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0.N:0-42,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-42,SUBVPN IPO2UKI,,,V,STAT_CDV,256,256,256,256,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0.N:0-43,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-43,SUBVPN TNTUKI,,,V,STAT_CDV,256,256,256,256,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0.N:0-44,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-44,SUBVPN CENTUKI,,,V,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0.N:0-45,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-45,SUBVPN FSAUKI,,,V,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0.N:0-48,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-48,SUBVPN CAPGEMINIA2ANET,,,V,STAT_CDV,30000,30000,30000,30000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0.N:0-49,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-49,SUBVPN INTERNET,,,V,STAT_CDV,6000,6000,6000,6000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0.N:0-53,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-53,SUBVPN INTERNET,,,V,STAT_CDV,6000,6000,6000,6000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0.N:0-56,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-56,SUBVPN DDCUKI,,,V,STAT_CDV,0,0,0,0,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0.N:0-79,VCL,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:ATM2/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,0-79,SUBVPN EAEARSUKI,,,V,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/0.N:10,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/0,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,10,LAN CAPGEMINIA2ANET,,,VL,STAT_CDV,30000,30000,30000,30000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1.N:102,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,102,LAN TNTUKI,,,VL,STAT_CDV,256,256,256,256,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1.N:113,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,113,LAN CENTUKI,,,VL,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1.N:14,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,14,LAN MIS- ENTERPRISE VPN,,,VL,STAT_CDV,0,0,0,0,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1.N:17,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,17,LAN IPO2UKI,,,VL,STAT_CDV,256,256,256,256,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1.N:18,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,18,LAN CORUSUKI,,,VL,STAT_CDV,256,256,256,256,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1.N:30,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,30,LAN EAEARSUKI,,,VL,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1.N:51,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,51,LAN FSAUKI,,,VL,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1.N:930,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,930,LAN INTERNET,,,VL,STAT_CDV,6000,6000,6000,6000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1.N:99,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBHX541,DI:CAPGEM.ZI:X.RTCIS:PBHX541.L:FE0/1,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,99,LAN DDCUKI,,,VL,STAT_CDV,16000,16000,16000,16000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1.N:10,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1,CAPGEM,INDIA,GE-BK-IN-BANG003,10,LAN CAPGEMINIA2ANET,capgeminia2anet,,VL,STAT_CDV,40000,40000,40000,40000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1.N:138,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1,CAPGEM,INDIA,GE-BK-IN-BANG003,138,LAN CENTRICAODC,capgemini_bb_centricaodc_138_tp,,VL,STAT_CDV,4000,4000,4000,4000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1.N:139,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1,CAPGEM,INDIA,GE-BK-IN-BANG003,139,LAN EON,capgemini_bb_eon_139_tpc,,VL,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1.N:15,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1,CAPGEM,INDIA,GE-BK-IN-BANG003,15,LAN TXU,capgemini_bb_txu_6_tpc,,VL,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1.N:155,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1,CAPGEM,INDIA,GE-BK-IN-BANG003,155,LAN TOTALFR,capgemini_bb_totalfr_72_tpc,,VL,STAT_CDV,256,256,256,256,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1.N:20,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1,CAPGEM,INDIA,GE-BK-IN-BANG003,20,LAN LUCENT,capgemini_bb_lucent_9_tpc,,VL,STAT_CDV,4000,4000,4000,4000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1.N:25,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1,CAPGEM,INDIA,GE-BK-IN-BANG003,25,LAN MCLIENT1,capgemini_bb_mclient1_8_tpc,,VL,STAT_CDV,6000,6000,6000,6000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1.N:26,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1,CAPGEM,INDIA,GE-BK-IN-BANG003,26,LAN MCLIENTSOG,capgemini_bb_mclientsog_118_tpc,,VL,STAT_CDV,20000,20000,20000,20000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1.N:27,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1,CAPGEM,INDIA,GE-BK-IN-BANG003,27,LAN BPOPENCE,capgemini_bb_bpopence_114_tpc,,VL,STAT_CDV,24000,24000,24000,24000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1.N:28,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1,CAPGEM,INDIA,GE-BK-IN-BANG003,28,LAN MCLIENT2,capgemini_bb_mclient2_7_tpc,,VL,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1.N:30,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1,CAPGEM,INDIA,GE-BK-IN-BANG003,30,LAN OSMGTNAR,capgemini_bb_osmgtnar_12_tpc,,VL,STAT_CDV,4000,4000,4000,4000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1.N:331,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1,CAPGEM,INDIA,GE-BK-IN-BANG003,331,LAN IKEA,capgemini_bb_ikea_137_tpc,,VL,STAT_CDV,4000,4000,4000,4000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1.N:47,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1,CAPGEM,INDIA,GE-BK-IN-BANG003,47,LAN SWEDBANKIND,capgemini_bb_swedbankind_47_tpc,,VL,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1.N:52,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/1,CAPGEM,INDIA,GE-BK-IN-BANG003,52,LAN SOG-SGPNG,capgemini_bb_sog-sgpng_126_tpc,,VL,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3.N:66,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3,CAPGEM,INDIA,GE-BK-IN-BANG003,66,SUBVPN SWEDBANKIND,capgemini_bb_swedbankind_47_tpc,,VL,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3.N:70,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3,CAPGEM,INDIA,GE-BK-IN-BANG003,70,SUBVPN TOTALFR,capgemini_bb_totalfr_72_tpc,,VL,STAT_CDV,256,256,256,256,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3.N:71,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3,CAPGEM,INDIA,GE-BK-IN-BANG003,71,SUBVPN MCLIENT2,capgemini_bb_mclient2_7_tpc,,VL,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3.N:74,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3,CAPGEM,INDIA,GE-BK-IN-BANG003,74,SUBVPN MCLIENT1,capgemini_bb_mclient1_8_tpc,,VL,STAT_CDV,6000,6000,6000,6000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3.N:75,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3,CAPGEM,INDIA,GE-BK-IN-BANG003,75,SUBVPN BPOPENCE,capgemini_bb_bpopence_114_tpc,,VL,STAT_CDV,24000,24000,24000,24000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3.N:76,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3,CAPGEM,INDIA,GE-BK-IN-BANG003,76,SUBVPN IKEA,capgemini_bb_ikea_137_tpc,,VL,STAT_CDV,4000,4000,4000,4000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3.N:77,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3,CAPGEM,INDIA,GE-BK-IN-BANG003,77,SUBVPN CAPGEMINIA2ANET,capgeminia2anet,,VL,STAT_CDV,40000,40000,40000,40000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3.N:78,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3,CAPGEM,INDIA,GE-BK-IN-BANG003,78,SUBVPN LUCENT,capgemini_bb_lucent_9_tpc,,VL,STAT_CDV,4000,4000,4000,4000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3.N:79,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3,CAPGEM,INDIA,GE-BK-IN-BANG003,79,SUBVPN MCLIENTSOG,capgemini_bb_mclientsog_118_tpc,,VL,STAT_CDV,20000,20000,20000,20000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3.N:80,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3,CAPGEM,INDIA,GE-BK-IN-BANG003,80,SUBVPN EON,capgemini_bb_eon_139_tpc,,VL,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3.N:81,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3,CAPGEM,INDIA,GE-BK-IN-BANG003,81,SUBVPN SOG-SGPNG,capgemini_bb_sog-sgpng_126_tpc,,VL,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3.N:82,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3,CAPGEM,INDIA,GE-BK-IN-BANG003,82,SUBVPN TXU,capgemini_bb_txu_6_tpc,,VL,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3.N:84,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3,CAPGEM,INDIA,GE-BK-IN-BANG003,84,SUBVPN CENTRICAODC,capgemini_bb_centricaodc_138_tp,,VL,STAT_CDV,4000,4000,4000,4000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3.N:85,VLAN,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PBLR691-CONTROLNET.L:GE0/3,CAPGEM,INDIA,GE-BK-IN-BANG003,85,SUBVPN OSMGTNAR,capgemini_bb_osmgtnar_12_tpc,,VL,STAT_CDV,4000,4000,4000,4000,,,,,,,,
